-599	0	193	205	0x01	1
-598	0	193	205	0x01	1
-596	0	193	205	0x01	1
-593	0	193	205	0x01	1
-592	0	193	205	0x01	1
-591	0	193	205	0x01	1
-590	0	193	205	0x01	1
-589	0	193	205	0x01	1
-588	0	193	205	0x01	1
-587	0	193	205	0x01	1
-586	0	193	205	0x01	1
-582	0	193	205	0x01	1
-580	0	193	205	0x01	1
-572	0	193	205	0x01	1
-571	0	193	205	0x01	1
-570	0	193	205	0x01	1
-569	0	193	205	0x01	1
-568	0	193	205	0x01	1
-567	0	193	205	0x01	1
-566	0	193	205	0x01	1
-565	0	193	205	0x01	1
-564	0	193	205	0x01	1
-563	0	193	205	0x01	1
-562	0	193	205	0x01	1
-561	0	193	205	0x01	1
-560	0	193	205	0x01	1
-559	0	193	205	0x01	1
-558	0	193	205	0x01	1
-557	0	193	205	0x01	1
-551	0	193	205	0x01	1
-550	0	193	205	0x01	1
-549	0	193	205	0x01	1
-541	0	193	205	0x01	1
-540	0	193	205	0x01	1
-539	0	193	205	0x01	1
-538	0	193	205	0x01	1
-537	0	193	205	0x01	1
-536	0	193	205	0x01	1
-535	0	193	205	0x01	1
-519	0	193	205	0x01	1
-518	0	193	205	0x01	1
-517	0	193	205	0x01	1
-516	0	193	205	0x01	1
-515	0	193	205	0x01	1
-514	0	193	205	0x01	1
-513	0	193	205	0x01	1
-505	0	193	205	0x01	1
-504	0	193	205	0x01	1
-503	0	193	205	0x01	1
-502	0	193	205	0x01	1
-501	0	193	205	0x01	1
-500	0	193	205	0x01	1
-499	0	193	205	0x01	1
-498	0	193	205	0x01	1
-497	0	193	205	0x01	1
-496	0	193	205	0x01	1
-494	0	193	205	0x01	1
-489	0	193	205	0x01	1
-485	0	193	205	0x01	1
-484	0	193	205	0x01	1
-483	0	193	205	0x01	1
-482	0	193	205	0x01	1
-481	0	193	205	0x01	1
-480	0	193	205	0x01	1
-479	0	193	205	0x01	1
-478	0	193	205	0x01	1
-477	0	193	205	0x01	1
-476	0	193	205	0x01	1
-469	0	193	205	0x01	1
-468	0	193	205	0x01	1
-467	0	193	205	0x01	1
-466	0	193	205	0x01	1
-465	0	193	205	0x01	1
-464	0	193	205	0x01	1
-463	0	193	205	0x01	1
-462	0	193	205	0x01	1
-461	0	193	205	0x01	1
-460	0	193	205	0x01	1
-459	0	193	205	0x01	1
-458	0	193	205	0x01	1
-457	0	193	205	0x01	1
-456	0	193	205	0x01	1
-455	0	193	205	0x01	1
-454	0	193	205	0x01	1
-453	0	193	205	0x01	1
-452	0	193	205	0x01	1
-451	0	193	205	0x01	1
-450	0	193	205	0x01	1
-449	0	193	205	0x01	1
-448	0	193	205	0x01	1
-447	0	193	205	0x01	1
-446	0	193	205	0x01	1
-445	0	193	205	0x01	1
-444	0	193	205	0x01	1
-443	0	193	205	0x01	1
-442	0	193	205	0x01	1
-441	0	193	205	0x01	1
-440	0	193	205	0x01	1
-439	0	193	205	0x01	1
-438	0	193	205	0x01	1
-437	0	193	205	0x01	1
-436	0	193	205	0x01	1
-435	0	193	205	0x01	1
-434	0	193	205	0x01	1
-433	0	193	205	0x01	1
-432	0	193	205	0x01	1
-431	0	193	205	0x01	1
-430	0	193	205	0x01	1
-429	0	193	205	0x01	1
-428	0	193	205	0x01	1
-426	0	193	205	0x01	1
-425	0	193	205	0x01	1
-424	0	193	205	0x01	1
-423	0	193	205	0x01	1
-422	0	193	205	0x01	1
-421	0	193	205	0x01	1
-420	0	193	205	0x01	1
-419	0	193	205	0x01	1
-418	0	193	205	0x01	1
-417	0	193	205	0x01	1
-416	0	193	205	0x01	1
-415	0	193	205	0x01	1
-414	0	193	205	0x01	1
-413	0	193	205	0x01	1
-412	0	193	205	0x01	1
-411	0	193	205	0x01	1
-410	0	193	205	0x01	1
-409	0	193	205	0x01	1
-408	0	193	205	0x01	1
-407	0	193	205	0x01	1
-406	0	193	205	0x01	1
-405	0	193	205	0x01	1
-404	0	193	205	0x01	1
-403	0	193	205	0x01	1
-402	0	193	205	0x01	1
-401	0	193	205	0x01	1
-400	0	193	205	0x01	1
-399	0	193	205	0x01	1
-398	0	193	205	0x01	1
-397	0	193	205	0x01	1
-396	0	193	205	0x01	1
-395	0	193	205	0x01	1
-394	0	193	205	0x01	1
-393	0	193	205	0x01	1
-392	0	193	205	0x01	1
-391	0	193	205	0x01	1
-390	0	193	205	0x01	1
-389	0	193	205	0x01	1
-388	0	193	205	0x01	1
-387	0	193	205	0x01	1
-386	0	193	205	0x01	1
-385	0	193	205	0x01	1
-143	0	193	205	0x01	1
-142	0	193	205	0x01	1
-141	0	193	205	0x01	1
-140	0	193	205	0x01	1
-139	0	193	205	0x01	1
-138	0	193	205	0x01	1
-137	0	193	205	0x01	1
-136	0	193	205	0x01	1
-135	0	193	205	0x01	1
-134	0	193	205	0x01	1
-133	0	193	205	0x01	1
-132	0	193	205	0x01	1
-131	0	193	205	0x01	1
-130	0	193	205	0x01	1
-129	0	193	205	0x01	1
-107	0	193	205	0x01	1
-106	0	193	205	0x01	1
-105	0	193	205	0x01	1
-104	0	193	205	0x01	1
-103	0	193	205	0x01	1
-102	0	193	205	0x01	1
-101	0	193	205	0x01	1
