0x0000000BFD03E8C8,0,1,0,0,2,0,0,0,0
0x0000000BF73664E8,0,2,0,0,2,0,0,0,0
0x0000000BF737E4E8,0,3,0,0,2,0,0,0,0
0x0000000BFD027088,0,4,0,0,2,0,0,0,0
0x0000000BFD01CCA8,0,5,0,0,2,0,0,0,0
0x0000000BFD02ECA8,0,6,0,0,2,8,0,0,0
0x0000000BFD036CA8,0,7,0,0,2,0,0,0,0
0x0000000BFD027468,0,8,0,0,2,0,0,0,0
0x0000000BFD04F848,0,9,0,0,2,0,0,0,0
0x0000000BFD037088,0,10,0,0,2,0,0,0,0
0x0000000BFD01D088,0,11,0,0,2,0,0,0,0
0x0000000BFD68A4E8,0,12,0,0,2,0,0,0,0
0x0000000BFD056CA8,0,13,0,0,2,0,0,0,0
0x0000000BFD01C8C8,0,14,0,0,2,0,0,0,0
0x0000000BFD02F468,0,15,0,0,2,0,0,0,0
0x0000000BFD027C28,0,16,0,0,2,0,0,0,0
0x0000000BF5A064E8,0,17,0,0,2,0,0,0,0
0x0000000BFD03F088,0,18,0,0,2,0,0,0,0
0x0000000BFD026CA8,0,19,0,0,2,0,0,0,0
0x0000000BFD0468C8,0,20,0,0,2,0,0,0,0
0x0000000BFD04E8C8,0,21,0,0,2,0,0,0,0
0x0000000BFD01D088,0,22,0,0,2,0,0,0,0
0x0000000BFD047468,0,23,0,0,2,0,0,0,0
0x0000000BEEC20108,0,24,0,0,2,0,0,0,0
0x0000000BF1BA04E8,0,25,0,0,2,8,0,0,0
0x0000000BFD04F088,0,26,0,0,2,0,0,0,0
0x0000000BFD03FC28,0,27,0,0,2,0,0,0,0
0x0000000BFD04FC28,0,28,0,0,2,0,0,0,0
0x0000000BFD01DC28,0,29,0,0,2,0,0,0,0
0x0000000BFD057468,0,30,0,0,2,0,0,0,0
0x0000000BFD047468,0,31,0,0,2,0,0,0,0
0x0000000BFD057088,0,32,0,0,2,0,0,0,0
0x0000000BFD057468,0,37,0,0,2,0,0,0,0
0x0000000BFD02F468,0,38,0,0,2,0,0,0,0
0x0000000BFD057468,0,51,0,0,2,0,0,0,0
0x0000000BFD057088,0,52,0,0,2,0,0,0,0
