562949956108288	41	2	1	10	12	17	0	0	0	0	12	17	1056
281474979463168	42	1	1	0	0	0	0	0	0	0	0	0	0
562949956173824	42	2	1	0	0	0	0	0	0	0	0	0	0
844424932884480	42	3	1	0	0	0	0	0	0	0	0	0	0
281474979528704	43	1	1	0	0	0	0	0	0	0	0	0	0
562949956239360	43	2	1	0	0	0	0	0	0	0	0	0	0
281474979594240	44	1	1	1	2	2	0	0	0	0	2	2	1
562949956304896	44	2	1	1	2	2	0	0	0	0	2	2	1
281474979659776	45	1	1	0	0	0	0	0	0	0	0	0	0
281474979725312	46	1	1	0	0	0	0	0	0	0	0	0	0
562949956435968	46	2	1	0	0	0	0	0	0	0	0	0	0
844424933146624	46	3	1	0	0	0	0	0	0	0	0	0	0
1125899909857280	46	4	1	0	0	0	0	0	0	0	0	0	0
281474979790848	47	1	1	0	0	0	0	0	0	0	0	0	0
281474979856384	48	1	1	0	0	0	0	0	0	0	0	0	0
281474979921920	49	1	1	0	0	0	0	0	0	0	0	0	0
281474979987456	50	1	1	1	2	2	0	0	0	0	2	2	34
562949956698112	50	2	1	1	2	2	0	0	0	0	2	2	34
844424933408768	50	3	1	1	2	2	0	0	0	0	2	2	34
281474980052992	51	1	1	0	0	0	0	0	0	0	0	0	0
562949956763648	51	2	1	0	0	0	0	0	0	0	0	0	0
281474980249600	54	1	1	6	8	14	0	0	0	0	8	14	250
562949956960256	54	2	1	2	4	10	0	0	0	0	4	10	250
281474980315136	55	1	1	3	5	12	0	0	0	0	5	12	453
562949957025792	55	2	1	2	4	10	0	0	0	0	4	10	453
281474980380672	56	1	1	0	0	0	0	0	0	0	0	0	0
562949957091328	56	2	1	0	0	0	0	0	0	0	0	0	0
281474980446208	57	1	1	0	0	0	0	0	0	0	0	0	0
281474980511744	58	1	1	1	2	2	0	0	0	0	2	2	23
562949957222400	58	2	1	1	2	2	0	0	0	0	2	2	23
281474980577280	59	1	1	0	0	0	0	0	0	0	0	0	0
281474980642816	60	1	1	28	30	33	6	9	0	0	36	42	263
281474980773888	62	1	1	0	0	0	0	0	0	0	0	0	0
281474980839424	63	1	1	0	0	0	0	0	0	0	0	0	0
281474980904960	64	1	1	1	2	2	0	0	0	0	2	2	17
562949957615616	64	2	1	1	2	2	0	0	0	0	2	2	17
281474980970496	65	1	1	0	0	0	0	0	0	0	0	0	0
281474981101568	67	1	1	0	0	0	0	0	0	0	0	0	0
562949957812224	67	2	1	0	0	0	0	0	0	0	0	0	0
844424934522880	67	3	1	0	0	0	0	0	0	0	0	0	0
281474981167104	68	1	1	0	0	0	0	0	0	0	0	0	0
281474981232640	69	1	1	1	2	2	0	0	0	0	2	2	1
562949957943296	69	2	1	1	2	2	0	0	0	0	2	2	1
844424934653952	69	3	1	1	2	2	0	0	0	0	2	2	1
281474981363712	71	1	1	0	0	0	0	0	0	0	0	0	0
281474981429248	72	1	1	0	0	0	0	0	0	0	0	0	0
281474981494784	73	1	1	0	0	0	0	0	0	0	0	0	0
281474981560320	74	1	1	1	2	2	0	0	0	0	2	2	228
562949958270976	74	2	1	1	2	2	0	0	0	0	2	2	228
281474981625856	75	1	1	1	2	2	0	0	0	0	2	2	166
562949958336512	75	2	1	1	2	2	0	0	0	0	2	2	166
281474981822464	78	1	1	0	0	0	0	0	0	0	0	0	0
562949958533120	78	2	1	0	0	0	0	0	0	0	0	0	0
281474981888000	79	1	1	0	0	0	0	0	0	0	0	0	0
281474981953536	80	1	1	0	0	0	0	0	0	0	0	0	0
281474982084608	82	1	1	0	0	0	0	0	0	0	0	0	0
281474982215680	84	1	1	0	0	0	0	0	0	0	0	0	0
281474982281216	85	1	1	0	0	0	0	0	0	0	0	0	0
281474982346752	86	1	1	0	0	0	0	0	0	0	0	0	0
562949959057408	86	2	1	0	0	0	0	0	0	0	0	0	0
844424935768064	86	3	1	0	0	0	0	0	0	0	0	0	0
281474982412288	87	1	1	0	0	0	0	0	0	0	0	0	0
281474982543360	89	1	1	0	0	0	0	0	0	0	0	0	0
562949959254016	89	2	1	0	0	0	0	0	0	0	0	0	0
281474982608896	90	1	1	1	2	2	0	0	0	0	2	2	98
562949959319552	90	2	1	1	2	2	0	0	0	0	2	2	98
281474982674432	91	1	1	1	2	2	0	0	0	0	2	2	100
562949959385088	91	2	1	1	2	2	0	0	0	0	2	2	100
281474982739968	92	1	1	1	2	2	0	0	0	0	2	2	112
281474982805504	93	1	1	1	2	2	0	0	0	0	2	2	19
562949959516160	93	2	1	1	2	2	0	0	0	0	2	2	19
281474982871040	94	1	1	0	0	0	0	0	0	0	0	0	0
281474982936576	95	1	1	0	0	0	0	0	0	0	0	0	0
562949959647232	95	2	1	0	0	0	0	0	0	0	0	0	0
844424936357888	95	3	1	0	0	0	0	0	0	0	0	0	0
281474983002112	96	1	1	0	0	0	0	0	0	0	0	0	0
562949959712768	96	2	1	0	0	0	0	0	0	0	0	0	0
844424936423424	96	3	1	0	0	0	0	0	0	0	0	0	0
281474983067648	97	1	1	1	2	2	0	0	0	0	2	2	3
562949959778304	97	2	1	1	2	2	0	0	0	0	2	2	3
281474983133184	98	1	1	1	2	9	0	0	0	0	2	9	30
562949959843840	98	2	1	1	2	9	0	0	0	0	2	9	30
72057594040418304	101575400	1	1	0	0	0	0	0	0	0	0	0	0
72057594040483840	101575400	2	1	0	0	0	0	0	0	0	0	0	0
72057594040614912	117575457	1	1	0	0	0	0	0	0	0	0	0	0
72057594040680448	117575457	2	1	0	0	0	0	0	0	0	0	0	0
72057594040745984	117575457	3	1	0	0	0	0	0	0	0	0	0	0
72057594040877056	133575514	1	1	0	0	0	0	0	0	0	0	0	0
72057594040942592	133575514	2	1	0	0	0	0	0	0	0	0	0	0
72057594041073664	149575571	2	1	0	0	0	0	0	0	0	0	0	0
72057594041204736	165575628	1	1	0	0	0	0	0	0	0	0	0	0
72057594041270272	165575628	2	1	0	0	0	0	0	0	0	0	0	0
72057594041401344	181575685	1	1	0	0	0	0	0	0	0	0	0	0
72057594041466880	181575685	2	1	0	0	0	0	0	0	0	0	0	0
72057594041597952	197575742	1	1	0	0	0	0	0	0	0	0	0	0
72057594041663488	197575742	2	1	0	0	0	0	0	0	0	0	0	0
72057594041794560	213575799	1	1	0	0	0	0	0	0	0	0	0	0
72057594041860096	213575799	2	1	0	0	0	0	0	0	0	0	0	0
72057594041991168	229575856	1	1	0	0	0	0	0	0	0	0	0	0
72057594042056704	229575856	2	1	0	0	0	0	0	0	0	0	0	0
72057594042187776	245575913	1	1	0	0	0	0	0	0	0	0	0	0
72057594042318848	261575970	1	1	0	0	0	0	0	0	0	0	0	0
72057594042384384	261575970	2	1	0	0	0	0	0	0	0	0	0	0
72057594042515456	277576027	1	1	0	0	0	0	0	0	0	0	0	0
72057594042580992	277576027	2	1	0	0	0	0	0	0	0	0	0	0
72057594042712064	293576084	1	1	0	0	0	0	0	0	0	0	0	0
72057594042777600	293576084	2	1	0	0	0	0	0	0	0	0	0	0
72057594044416000	546100986	0	1	1	2	9	0	0	0	0	2	9	1
72057594042974208	885578193	1	1	1	2	9	0	0	0	0	2	9	3
72057594043105280	981578535	1	1	1	2	9	0	0	0	0	2	9	8
72057594043170816	1045578763	1	1	1	2	9	0	0	0	0	2	9	3
72057594043236352	1093578934	1	1	1	2	9	0	0	0	0	2	9	7
72057594043301888	1141579105	1	1	1	2	9	0	0	0	0	2	9	5
72057594043367424	1173579219	1	1	1	2	9	0	0	0	0	2	9	4
72057594043432960	1237579447	1	1	1	2	9	0	0	0	0	2	9	6
72057594043498496	1285579618	1	1	1	2	9	0	0	0	0	2	9	1
72057594043564032	1349579846	1	1	0	0	0	0	0	0	0	0	0	0
72057594043629568	1397580017	1	1	0	0	0	0	0	0	0	0	0	0
72057594043695104	1461580245	1	1	0	0	0	0	0	0	0	0	0	0
72057594038714368	1993058136	1	1	0	0	0	0	0	0	0	0	0	0
72057594038779904	1993058136	2	1	0	0	0	0	0	0	0	0	0	0
72057594038845440	2025058250	1	1	0	0	0	0	0	0	0	0	0	0
72057594038910976	2025058250	2	1	0	0	0	0	0	0	0	0	0	0
72057594038976512	2057058364	1	1	0	0	0	0	0	0	0	0	0	0
72057594039042048	2057058364	2	1	0	0	0	0	0	0	0	0	0	0
72057594038386688	2073058421	1	1	0	0	0	0	0	0	0	0	0	0
72057594038452224	2073058421	2	1	0	0	0	0	0	0	0	0	0	0
72057594038583296	2089058478	1	1	0	0	0	0	0	0	0	0	0	0
72057594038648832	2089058478	2	1	0	0	0	0	0	0	0	0	0	0
72057594039173120	2105058535	1	1	0	0	0	0	0	0	0	0	0	0
