4196,EPSG,4196,"GEOGCS[""Ammassalik 1958"", DATUM[""Ammassalik 1958"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4197,EPSG,4197,"GEOGCS[""Garoua"", DATUM[""Garoua"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4198,EPSG,4198,"GEOGCS[""Kousseri"", DATUM[""Kousseri"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4199,EPSG,4199,"GEOGCS[""Egypt 1930"", DATUM[""Egypt 1930"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4200,EPSG,4200,"GEOGCS[""Pulkovo 1995"", DATUM[""Pulkovo 1995"", ELLIPSOID[""Krassowsky 1940"", 6378245, 298.3]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4201,EPSG,4201,"GEOGCS[""Adindan"", DATUM[""Adindan"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4202,EPSG,4202,"GEOGCS[""AGD66"", DATUM[""Australian Geodetic Datum 1966"", ELLIPSOID[""Australian National Spheroid"", 6378160, 298.25]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4203,EPSG,4203,"GEOGCS[""AGD84"", DATUM[""Australian Geodetic Datum 1984"", ELLIPSOID[""Australian National Spheroid"", 6378160, 298.25]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4204,EPSG,4204,"GEOGCS[""Ain el Abd"", DATUM[""Ain el Abd 1970"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4205,EPSG,4205,"GEOGCS[""Afgooye"", DATUM[""Afgooye"", ELLIPSOID[""Krassowsky 1940"", 6378245, 298.3]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4206,EPSG,4206,"GEOGCS[""Agadez"", DATUM[""Agadez"", ELLIPSOID[""Clarke 1880 (IGN)"", 6378249.2, 293.466021293627]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4207,EPSG,4207,"GEOGCS[""Lisbon"", DATUM[""Lisbon 1937"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4208,EPSG,4208,"GEOGCS[""Aratu"", DATUM[""Aratu"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4209,EPSG,4209,"GEOGCS[""Arc 1950"", DATUM[""Arc 1950"", ELLIPSOID[""Clarke 1880 (Arc)"", 6378249.145, 293.4663077]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4210,EPSG,4210,"GEOGCS[""Arc 1960"", DATUM[""Arc 1960"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4211,EPSG,4211,"GEOGCS[""Batavia"", DATUM[""Batavia"", ELLIPSOID[""Bessel 1841"", 6377397.155, 299.1528128]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4212,EPSG,4212,"GEOGCS[""Barbados 1938"", DATUM[""Barbados 1938"", ELLIPSOID[""Clarke 1880 (RGS)"", 6378249.145, 293.465]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4213,EPSG,4213,"GEOGCS[""Beduaram"", DATUM[""Beduaram"", ELLIPSOID[""Clarke 1880 (IGN)"", 6378249.2, 293.466021293627]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4214,EPSG,4214,"GEOGCS[""Beijing 1954"", DATUM[""Beijing 1954"", ELLIPSOID[""Krassowsky 1940"", 6378245, 298.3]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4215,EPSG,4215,"GEOGCS[""Belge 1950"", DATUM[""Reseau National Belge 1950"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4216,EPSG,4216,"GEOGCS[""Bermuda 1957"", DATUM[""Bermuda 1957"", ELLIPSOID[""Clarke 1866"", 6378206.4, 294.978698213898]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
4218,EPSG,4218,"GEOGCS[""Bogota 1975"", DATUM[""Bogota 1975"", ELLIPSOID[""International 1924"", 6378388, 297]], PRIMEM[""Greenwich"", 0], UNIT[""Degree"", 0.0174532925199433]]",metre,1
