3,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
5,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
6,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
7,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
7,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
8,,0,0,HEAP,0,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
9,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
17,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
17,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
17,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
18,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
18,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
19,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
20,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
21,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
22,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
23,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
24,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
25,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
27,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
27,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
27,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
28,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
28,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
28,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
29,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
34,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
34,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
34,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
34,nc3,4,2,NONCLUSTERED,0,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
35,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
36,clidx1,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
36,ncidx1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
37,clidx1,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
38,clidx1,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
38,ncidx1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
40,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
40,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
41,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
41,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
42,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
42,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
42,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
43,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
43,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
44,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
44,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
45,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
46,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
46,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
46,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
46,nc3,4,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
47,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
48,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
49,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
50,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
50,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
50,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
51,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
51,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
54,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
54,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
55,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
55,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
56,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
56,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
57,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
58,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
58,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
59,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
60,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
62,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
63,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
64,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
64,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
65,clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
67,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
67,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
67,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
68,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
69,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
69,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
69,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
71,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
72,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
73,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
74,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
74,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
75,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
75,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
78,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
78,nc,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
79,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
80,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
82,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
84,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
85,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
86,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
86,nonclst,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
86,nonclstgi,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
87,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
89,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
89,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
90,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
90,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
91,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
91,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
92,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
93,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
93,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
94,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
95,cl,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
95,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
95,nc3,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
96,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
96,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
96,nc2,3,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
97,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
97,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
98,clst,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
98,nc1,2,2,NONCLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
101575400,sqlagent_jobs_clust,1,1,CLUSTERED,1,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
101575400,sqlagent_jobs_nc1_name,2,2,NONCLUSTERED,0,1,0,0,0,0,0,0,0,0,1,1,0,,,0,0
