master,1,0x01,0,65544,1090520064,2003-04-08 09:13:36.390,1900-01-01 00:00:00.000,0,140,/var/opt/mssql/data/master.mdf,869
tempdb,2,0x01,0,65544,1090520064,2019-11-19 06:22:52.650,1900-01-01 00:00:00.000,0,140,/var/opt/mssql/data/tempdb.mdf,869
model,3,0x01,0,65536,1090519040,2003-04-08 09:13:36.390,1900-01-01 00:00:00.000,0,140,/var/opt/mssql/data/model.mdf,869
msdb,4,0x01,0,65544,1627390976,2019-09-13 17:54:31.883,1900-01-01 00:00:00.000,0,140,/var/opt/mssql/data/MSDBData.mdf,869
TestDB,5,0x01,0,65536,1627389952,2019-11-08 09:38:36.207,1900-01-01 00:00:00.000,0,140,/var/opt/mssql/data/TestDB.mdf,869
SchoolManagement,6,0x01,0,65536,1627389952,2019-11-10 10:51:31.997,1900-01-01 00:00:00.000,0,140,/var/opt/mssql/data/SchoolManagement.mdf,869
