0x0000000BFD652830,DISP_POOL_XE_ENGINE,XE Engine main dispatcher pool,1,0,30000,0,0
0x0000000BF73203A0,DISP_POOL_XTP,XTP non-preemptive,0,0,10000,0,0
0x0000000BF73223A0,DISP_POOL_XTP,XTP non-preemptive workers,0,0,10000,0,0
0x0000000BF73243A0,DISP_POOL_XTP,XTP non-preemptive redo workers,0,0,10000,0,0
0x0000000BF73263A0,DISP_POOL_XTP,XTP preemptive,0,0,10000,0,0
