52,52,2019-11-19 06:23:56.900,TCP,TSQL,1946157060,4,FALSE,SQL,0,9,9,2019-11-19 06:23:56.977,2019-11-19 06:23:56.977,8000,172.17.0.1,59030,172.17.0.2,1433,FC1C2034-F709-4B49-9F5E-786D9C17790C,,0x020000005910D132C1636FE0F87702C58596C1050257B7F90000000000000000000000000000000000000000
53,53,2019-11-19 06:23:56.907,TCP,TSQL,1946157060,4,FALSE,SQL,0,9,8,2019-11-19 06:23:56.983,2019-11-19 06:23:56.977,8000,172.17.0.1,59034,172.17.0.2,1433,539FED9A-CCB6-4E9D-88C9-DD9F29D94E2E,,0x02000000C98E9D07AC06BFF1BFCB637067F78A0F96F3EA3D0000000000000000000000000000000000000000
