DATABASE,"",6,                                                                                                                                                                                                                                                                ,0,0,S,LOCK,GRANT,1,0,53,0,0,SHARED_TRANSACTION_WORKSPACE,0,00000000-0000-0000-0000-000000000000,0x0000000BFD67E370:0:0,0x0000000BF03B2280
DATABASE,"",6,                                                                                                                                                                                                                                                                ,0,0,S,LOCK,GRANT,1,0,52,0,0,SHARED_TRANSACTION_WORKSPACE,0,00000000-0000-0000-0000-000000000000,0x0000000BFD67E1C0:0:0,0x0000000BF03B0640
