6,1093578934,1,0,3,0,0,,2019-11-19 06:23:01.460,,,0,0,0,0,,,,
6,1141579105,1,0,3,0,0,,2019-11-19 06:22:59.780,,,0,0,0,0,,,,
6,1173579219,1,0,3,0,0,,2019-11-19 06:23:00.013,,,0,0,0,0,,,,
6,1237579447,1,0,3,0,0,,2019-11-19 06:23:00.687,,,0,0,0,0,,,,
6,885578193,1,0,3,0,0,,2019-11-19 06:23:00.520,,,0,0,0,0,,,,
6,1285579618,1,0,3,0,0,,2019-11-19 06:23:00.893,,,0,0,0,0,,,,
6,1349579846,1,0,3,0,0,,2019-11-19 06:23:01.060,,,0,0,0,0,,,,
6,981578535,1,0,3,0,0,,2019-11-19 06:23:01.280,,,0,0,0,0,,,,
6,1397580017,1,0,3,0,0,,2019-11-19 06:22:59.620,,,0,0,0,0,,,,
6,546100986,0,0,3,0,0,,2019-11-19 06:23:00.327,,,0,0,0,0,,,,
6,1045578763,1,0,3,0,0,,2019-11-19 06:23:01.660,,,0,0,0,0,,,,
6,1461580245,1,0,3,0,0,,2019-11-19 06:23:00.163,,,0,0,0,0,,,,
