65536,34,collect_call_stack,1
65536,36,collect_call_stack,1
65536,38,collect_data,1
65536,40,filename,system_health.xel
65536,40,max_file_size,5
65536,40,max_rollover_files,4
65536,44,max_memory,4096
65536,44,max_events_limit,5000
65537,10,filename,AlwaysOn_health.xel
65537,10,max_file_size,5
65537,10,max_rollover_files,4
65556,2,occurrence_number,100
