0	1956928	2326408	1956928	1956928	0	0	0	0	0	0	1
1	102992		102992	102992	0	0	0	0			1
0	2307936	2307936	2307936	2307936	0	0	0	0	0	0	2
1	121464		121464	121464	0	0	0	0			2
