0,0,1,,,,,,,,
0,1,1,,,,,,,,
-599,0,1,,,,,,,,
-598,0,1,,,,,,,,
-596,0,1,,,,,,,,
-593,0,1,,,,,,,,
-592,0,1,,,,,,,,
-591,0,1,,,,,,,,
-590,0,1,,,,,,,,
-589,0,1,,,,,,,,
-588,0,1,,,,,,,,
-587,0,1,,,,,,,,
-586,0,1,,,,,,,,
-582,0,1,,,,,,,,
-580,0,1,,,,,,,,
-572,0,1,,,,,,,,
-571,0,1,,,,,,,,
-570,0,1,,,,,,,,
-569,0,1,,,,,,,,
-568,0,1,,,,,,,,
-567,0,1,,,,,,,,
-566,0,1,,,,,,,,
-565,0,1,,,,,,,,
-564,0,1,,,,,,,,
-563,0,1,,,,,,,,
-562,0,1,,,,,,,,
-561,0,1,,,,,,,,
-560,0,1,,,,,,,,
-559,0,1,,,,,,,,
-558,0,1,,,,,,,,
-557,0,1,,,,,,,,
-551,0,1,,,,,,,,
-550,0,1,,,,,,,,
-549,0,1,,,,,,,,
-541,0,1,,,,,,,,
-540,0,1,,,,,,,,
-539,0,1,,,,,,,,
-538,0,1,,,,,,,,
-537,0,1,,,,,,,,
-536,0,1,,,,,,,,
-535,0,1,,,,,,,,
-519,0,1,,,,,,,,
-518,0,1,,,,,,,,
-517,0,1,,,,,,,,
-516,0,1,,,,,,,,
-515,0,1,,,,,,,,
-514,0,1,,,,,,,,
-513,0,1,,,,,,,,
-505,0,1,,,,,,,,
-504,0,1,,,,,,,,
-503,0,1,,,,,,,,
-502,0,1,,,,,,,,
-501,0,1,,,,,,,,
-500,0,1,,,,,,,,
-499,0,1,,,,,,,,
-498,0,1,,,,,,,,
-497,0,1,,,,,,,,
-496,0,1,,,,,,,,
-494,0,1,,,,,,,,
-489,0,1,,,,,,,,
-485,0,1,,,,,,,,
-484,0,1,,,,,,,,
-483,0,1,,,,,,,,
-482,0,1,,,,,,,,
-481,0,1,,,,,,,,
-480,0,1,,,,,,,,
-479,0,1,,,,,,,,
-478,0,1,,,,,,,,
-477,0,1,,,,,,,,
-476,0,1,,,,,,,,
-469,0,1,,,,,,,,
-468,0,1,,,,,,,,
-467,0,1,,,,,,,,
-466,0,1,,,,,,,,
-465,0,1,,,,,,,,
-464,0,1,,,,,,,,
-463,0,1,,,,,,,,
-462,0,1,,,,,,,,
-461,0,1,,,,,,,,
-460,0,1,,,,,,,,
-459,0,1,,,,,,,,
-458,0,1,,,,,,,,
-457,0,1,,,,,,,,
-456,0,1,,,,,,,,
-455,0,1,,,,,,,,
-454,0,1,,,,,,,,
-453,0,1,,,,,,,,
-452,0,1,,,,,,,,
-451,0,1,,,,,,,,
-450,0,1,,,,,,,,
-449,0,1,,,,,,,,
-448,0,1,,,,,,,,
-447,0,1,,,,,,,,
-446,0,1,,,,,,,,
-445,0,1,,,,,,,,
-444,0,1,,,,,,,,
-443,0,1,,,,,,,,
-442,0,1,,,,,,,,
-441,0,1,,,,,,,,
-440,0,1,,,,,,,,
-439,0,1,,,,,,,,
-438,0,1,,,,,,,,
-437,0,1,,,,,,,,
-436,0,1,,,,,,,,
-435,0,1,,,,,,,,
-434,0,1,,,,,,,,
-433,0,1,,,,,,,,
-432,0,1,,,,,,,,
-431,0,1,,,,,,,,
-430,0,1,,,,,,,,
-429,0,1,,,,,,,,
-428,0,1,,,,,,,,
-426,0,1,,,,,,,,
-425,0,1,,,,,,,,
-424,0,1,,,,,,,,
-423,0,1,,,,,,,,
-422,0,1,,,,,,,,
-421,0,1,,,,,,,,
-420,0,1,,,,,,,,
-419,0,1,,,,,,,,
-418,0,1,,,,,,,,
-417,0,1,,,,,,,,
-416,0,1,,,,,,,,
-415,0,1,,,,,,,,
-414,0,1,,,,,,,,
-413,0,1,,,,,,,,
-412,0,1,,,,,,,,
-411,0,1,,,,,,,,
-410,0,1,,,,,,,,
-409,0,1,,,,,,,,
-408,0,1,,,,,,,,
-407,0,1,,,,,,,,
-406,0,1,,,,,,,,
-405,0,1,,,,,,,,
-404,0,1,,,,,,,,
-403,0,1,,,,,,,,
-402,0,1,,,,,,,,
-401,0,1,,,,,,,,
-400,0,1,,,,,,,,
-399,0,1,,,,,,,,
-398,0,1,,,,,,,,
-397,0,1,,,,,,,,
-396,0,1,,,,,,,,
-395,0,1,,,,,,,,
-394,0,1,,,,,,,,
-393,0,1,,,,,,,,
-392,0,1,,,,,,,,
-391,0,1,,,,,,,,
-390,0,1,,,,,,,,
-389,0,1,,,,,,,,
-388,0,1,,,,,,,,
-387,0,1,,,,,,,,
-386,0,1,,,,,,,,
-385,0,1,,,,,,,,
-143,0,1,,,,,,,,
-142,0,1,,,,,,,,
-141,0,1,,,,,,,,
-140,0,1,,,,,,,,
-139,0,1,,,,,,,,
-138,0,1,,,,,,,,
-137,0,1,,,,,,,,
-136,0,1,,,,,,,,
-135,0,1,,,,,,,,
-134,0,1,,,,,,,,
-133,0,1,,,,,,,,
-132,0,1,,,,,,,,
-131,0,1,,,,,,,,
-130,0,1,,,,,,,,
-129,0,1,,,,,,,,
-107,0,1,,,,,,,,
-106,0,1,,,,,,,,
-105,0,1,,,,,,,,
-104,0,1,,,,,,,,
-103,0,1,,,,,,,,
-102,0,1,,,,,,,,
-101,0,1,,,,,,,,
