901578250,885578193,0,0,133665,4096,0
997578592,981578535,0,0,133665,4096,0
1013578649,981578535,5,0,133139,4096,0
1061578820,1045578763,0,0,133665,4096,0
1077578877,1045578763,2,0,133139,4096,0
1109578991,1093578934,0,0,133665,4096,0
1125579048,1093578934,5,0,133139,4096,0
1157579162,1141579105,0,0,133665,4096,0
1189579276,1173579219,0,0,133665,4096,0
1205579333,1173579219,2,0,133139,4096,0
1221579390,1173579219,4,0,133139,4096,0
1253579504,1237579447,0,0,133665,4096,0
1269579561,1237579447,3,0,133139,4096,0
1301579675,1285579618,0,0,133665,4096,0
1317579732,1285579618,4,0,133139,4096,0
1333579789,1285579618,5,0,133139,4096,0
1365579903,1349579846,0,0,133665,4096,0
1381579960,1349579846,2,0,133139,4096,0
1413580074,1397580017,0,0,133665,4096,0
1429580131,1397580017,2,0,133139,4096,0
1445580188,1397580017,3,0,133139,4096,0
1477580302,1461580245,0,0,133665,4096,0
1493580359,1461580245,2,0,133139,4096,0
1509580416,1461580245,3,0,133139,4096,0
