264,CREATE_EVENT_SESSION,10057
265,ALTER_EVENT_SESSION,10057
266,DROP_EVENT_SESSION,10057
267,CREATE_RESOURCE_POOL,10059
268,ALTER_RESOURCE_POOL,10059
269,DROP_RESOURCE_POOL,10059
270,CREATE_WORKLOAD_GROUP,10060
271,ALTER_WORKLOAD_GROUP,10060
272,DROP_WORKLOAD_GROUP,10060
273,ALTER_RESOURCE_GOVERNOR_CONFIG,10058
274,CREATE_SPATIAL_INDEX,10020
275,CREATE_CRYPTOGRAPHIC_PROVIDER,10061
276,ALTER_CRYPTOGRAPHIC_PROVIDER,10061
277,DROP_CRYPTOGRAPHIC_PROVIDER,10061
278,CREATE_DATABASE_ENCRYPTION_KEY,10062
279,ALTER_DATABASE_ENCRYPTION_KEY,10062
280,DROP_DATABASE_ENCRYPTION_KEY,10062
281,CREATE_BROKER_PRIORITY,10063
282,ALTER_BROKER_PRIORITY,10063
283,DROP_BROKER_PRIORITY,10063
284,CREATE_SERVER_AUDIT,10064
285,ALTER_SERVER_AUDIT,10064
286,DROP_SERVER_AUDIT,10064
287,CREATE_SERVER_AUDIT_SPECIFICATION,10065
288,ALTER_SERVER_AUDIT_SPECIFICATION,10065
289,DROP_SERVER_AUDIT_SPECIFICATION,10065
290,CREATE_DATABASE_AUDIT_SPECIFICATION,10066
291,ALTER_DATABASE_AUDIT_SPECIFICATION,10066
292,DROP_DATABASE_AUDIT_SPECIFICATION,10066
293,CREATE_FULLTEXT_STOPLIST,10067
294,ALTER_FULLTEXT_STOPLIST,10067
295,DROP_FULLTEXT_STOPLIST,10067
296,ALTER_SERVER_CONFIGURATION,
297,CREATE_SEARCH_PROPERTY_LIST,10069
298,ALTER_SEARCH_PROPERTY_LIST,10069
299,DROP_SEARCH_PROPERTY_LIST,10069
300,CREATE_SERVER_ROLE,10005
301,ALTER_SERVER_ROLE,10005
302,DROP_SERVER_ROLE,10005
303,CREATE_SEQUENCE,10070
304,ALTER_SEQUENCE,10070
305,DROP_SEQUENCE,10070
306,CREATE_AVAILABILITY_GROUP,10071
307,ALTER_AVAILABILITY_GROUP,10071
308,DROP_AVAILABILITY_GROUP,10071
309,CREATE_AUDIT,10072
310,DROP_AUDIT,10072
311,ALTER_AUDIT,10072
312,CREATE_SECURITY_POLICY,10073
313,ALTER_SECURITY_POLICY,10073
314,DROP_SECURITY_POLICY,10073
315,CREATE_COLUMN_MASTER_KEY,10074
316,DROP_COLUMN_MASTER_KEY,10074
317,CREATE_COLUMN_ENCRYPTION_KEY,10075
318,ALTER_COLUMN_ENCRYPTION_KEY,10075
319,DROP_COLUMN_ENCRYPTION_KEY,10075
320,ALTER_DATABASE_SCOPED_CONFIGURATION,10016
321,CREATE_EXTERNAL_RESOURCE_POOL,10076
322,ALTER_EXTERNAL_RESOURCE_POOL,10076
323,DROP_EXTERNAL_RESOURCE_POOL,10076
324,CREATE_EXTERNAL_LIBRARY,10077
325,ALTER_EXTERNAL_LIBRARY,10077
326,DROP_EXTERNAL_LIBRARY,10077
1014,AUDIT_LOGIN,11008
1015,AUDIT_LOGOUT,11008
1020,AUDIT_LOGIN_FAILED,11008
1021,EVENTLOG,11003
1022,ERRORLOG,11003
1025,LOCK_DEADLOCK,11004
1033,EXCEPTION,11003
1034,SP_CACHEMISS,11011
1035,SP_CACHEINSERT,11011
1036,SP_CACHEREMOVE,11011
1037,SP_RECOMPILE,11011
1046,OBJECT_CREATED,11005
1047,OBJECT_DELETED,11005
1055,HASH_WARNING,11003
1059,LOCK_DEADLOCK_CHAIN,11004
1060,LOCK_ESCALATION,11004
1061,OLEDB_ERRORS,11015
1067,EXECUTION_WARNINGS,11003
1069,SORT_WARNINGS,11003
1079,MISSING_COLUMN_STATISTICS,11003
1080,MISSING_JOIN_PREDICATE,11003
1081,SERVER_MEMORY_CHANGE,11009
1082,USERCONFIGURABLE_0,11014
1083,USERCONFIGURABLE_1,11014
1084,USERCONFIGURABLE_2,11014
1085,USERCONFIGURABLE_3,11014
1086,USERCONFIGURABLE_4,11014
1087,USERCONFIGURABLE_5,11014
