1	Small Gateway	32	0	0	380000	380000	1
1	Medium Gateway	8	0	0	12	-1	0
1	Big Gateway	1	0	0	8	-1	0
2	Small Gateway	32	0	0	380000	380000	1
2	Medium Gateway	8	0	0	12	-1	0
2	Big Gateway	1	0	0	8	-1	0
