0x0200000007B52906C576BFEC29919D2C3371A47774A743BC0000000000000000000000000000000000000000	0	86	1	0x0600060007B52906A058DEEE0B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:34.493	2019-11-19 06:23:36.620	2	892	364	364	527	0	0	0	0	0	0	0	0	8	4	4	4	0	0	0	0	894	366	366	528	0x5ECAFE3F63D1C750	0x42FABF7A778EC9B4	0	0	0	0			2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x0200000007B52906C576BFEC29919D2C3371A47774A743BC0000000000000000000000000000000000000000	0	86	1	0x0600060007B5290660FFC0ED0B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:34.490	2019-11-19 06:23:34.527	1	406	406	406	406	0	0	0	0	0	0	0	0	4	4	4	4	0	0	0	0	4586	4586	4586	4586	0x5ECAFE3F63D1C750	0x42FABF7A778EC9B4	0	0	0	0			1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x02000000AADC823857A9EA54EBD3A684CC30D6934568718D0000000000000000000000000000000000000000	0	96	1	0x06000600AADC8238005C06E60B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:58.093	2019-11-19 06:23:58.867	3	227	55	49	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	55	49	124	0x9FEE53DC7ABB771D	0xFA6E4DD49E05B24F	0	0	0	0			3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x0200000071EB9C32B8249B949A2DCF13DC357F66080AA50D0000000000000000000000000000000000000000	0	78	1	0x0600060071EB9C32E0EB92E80B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:40.383	2019-11-19 06:23:42.577	3	463	131	128	203	0	0	0	0	0	0	0	0	6	2	2	2	0	0	0	0	465	132	129	204	0xE6EB085D6D2C1874	0xC66F8FF4A3910443	18	6	6	6			3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x02000000D609A5001E0A681C6A5F250A3BFCB9D58EFB8F1F0000000000000000000000000000000000000000	0	88	1	0x06000600D609A500B0D176E80B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:43.860	2019-11-19 06:23:45.380	2	4401	2180	2180	2221	0	0	0	0	0	0	0	0	794	397	397	397	0	0	0	0	6743	2181	2181	4562	0x6F4246DC9486AD4B	0xA193D4B0C4193882	198	99	99	99			2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x02000000D609A5001E0A681C6A5F250A3BFCB9D58EFB8F1F0000000000000000000000000000000000000000	0	88	1	0x06000600D609A50060DF00E70B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:43.857	2019-11-19 06:23:43.877	1	3031	3031	3031	3031	0	0	0	0	0	0	0	0	397	397	397	397	0	0	0	0	7148	7148	7148	7148	0x6F4246DC9486AD4B	0xA193D4B0C4193882	99	99	99	99			1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x0200000085C98B0B60C82EA8E37A70486859E8A129FF31440000000000000000000000000000000000000000	0	102	1	0x0600060085C98B0BA055E4E80B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:39.370	2019-11-19 06:23:41.567	2	193	66	66	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	66	66	127	0x7A359C1BF87B0ED7	0xFB8033F39B66517A	0	0	0	0			2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x0200000085C98B0B60C82EA8E37A70486859E8A129FF31440000000000000000000000000000000000000000	0	102	1	0x0600060085C98B0B404FE4E80B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:39.367	2019-11-19 06:23:39.387	1	134	134	134	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	135	135	135	0x7A359C1BF87B0ED7	0xFB8033F39B66517A	0	0	0	0			1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x02000000A86F7E190CF3B3DB092D035D32DB926E18C08FBF0000000000000000000000000000000000000000	0	102	1	0x06000600A86F7E19D01E41E80B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:50.010	2019-11-19 06:23:51.183	3	127	22	22	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	23	23	70	0xF8BB642B99BA78A5	0xE673D2AF76BEF256	0	0	0	0			3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0x02000000E1E34614DAFB561878244FD06E83BD4B5C1885720000000000000000000000000000000000000000	0	102	1	0x06000600E1E3461440CCD3ED0B00000001000000000000000000000000000000000000000000000000000000	2019-11-19 06:23:32.347	2019-11-19 06:23:34.630	3	66	17	14	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	18	15	34	0xC9EBB36841A06953	0x06EAB8F278359ADB	0	0	0	0			3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
