0x0000000000000000	0x0000000000000000	0x0000000000000000	1793064960	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x000000006AE00000	0x000000006AE00000	0x0000000000000080	4096	0x0000000000001000	0x0000000000000002	0x0000000001000000
0x000000006AE01000	0x000000006AE00000	0x0000000000000080	2093056	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006B000000	0x000000006AE00000	0x0000000000000080	1540096	0x0000000000001000	0x0000000000000020	0x0000000001000000
0x000000006B178000	0x000000006AE00000	0x0000000000000080	557056	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006B200000	0x000000006AE00000	0x0000000000000080	548864	0x0000000000001000	0x0000000000000002	0x0000000001000000
0x000000006B286000	0x000000006AE00000	0x0000000000000080	1548288	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006B400000	0x000000006AE00000	0x0000000000000080	720896	0x0000000000001000	0x0000000000000008	0x0000000001000000
0x000000006B4B0000	0x000000006AE00000	0x0000000000000080	1376256	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006B600000	0x000000006AE00000	0x0000000000000080	57344	0x0000000000001000	0x0000000000000002	0x0000000001000000
0x000000006B60E000	0x000000006AE00000	0x0000000000000080	2039808	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006B800000	0x000000006AE00000	0x0000000000000080	4096	0x0000000000001000	0x0000000000000002	0x0000000001000000
0x000000006B801000	0x000000006AE00000	0x0000000000000080	2093056	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006BA00000	0x000000006AE00000	0x0000000000000080	4096	0x0000000000001000	0x0000000000000008	0x0000000001000000
0x000000006BA01000	0x000000006AE00000	0x0000000000000080	2093056	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006BC00000	0x000000006AE00000	0x0000000000000080	4096	0x0000000000001000	0x0000000000000002	0x0000000001000000
0x000000006BC01000	0x000000006AE00000	0x0000000000000080	2093056	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006BE00000	0x000000006AE00000	0x0000000000000080	4096	0x0000000000001000	0x0000000000000002	0x0000000001000000
0x000000006BE01000	0x000000006AE00000	0x0000000000000080	2093056	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006C000000	0x000000006AE00000	0x0000000000000080	16384	0x0000000000001000	0x0000000000000002	0x0000000001000000
0x000000006C004000	0x000000006AE00000	0x0000000000000080	2080768	0x0000000000002000	0x0000000000000000	0x0000000001000000
0x000000006C200000	0x0000000000000000	0x0000000000000000	333316096	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x000000007FFE0000	0x000000007FFE0000	0x0000000000000002	4096	0x0000000000001000	0x0000000000000002	0x0000000000020000
0x000000007FFE1000	0x0000000000000000	0x0000000000000000	2147610624	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000100000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000180000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000200000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000280000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000300000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000380000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000400000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000480000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000500000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000580000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000600000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000680000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000700000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000780000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000800000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000880000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000900000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000980000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000A00000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000A80000000	0x0000000000000000	0x0000000000000000	2147483648	0x0000000000010000	0x0000000000000001	0x0000000000000000
0x0000000B00000000	0x0000000B00000000	0x0000000000000001	3825205248	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE4000000	0x0000000B00000000	0x0000000000000001	172032	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE402A000	0x0000000B00000000	0x0000000000000001	352256	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE4080000	0x0000000B00000000	0x0000000000000001	1220608	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE41AA000	0x0000000B00000000	0x0000000000000001	352256	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE4200000	0x0000000B00000000	0x0000000000000001	172032	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE422A000	0x0000000B00000000	0x0000000000000001	352256	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE4280000	0x0000000B00000000	0x0000000000000001	31629312	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE60AA000	0x0000000B00000000	0x0000000000000001	352256	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE6100000	0x0000000B00000000	0x0000000000000001	172032	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE612A000	0x0000000B00000000	0x0000000000000001	352256	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE6180000	0x0000000B00000000	0x0000000000000001	2924544	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE644A000	0x0000000B00000000	0x0000000000000001	24576	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE6450000	0x0000000B00000000	0x0000000000000001	40960	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE645A000	0x0000000B00000000	0x0000000000000001	24576	0x0000000000002000	0x0000000000000000	0x0000000000020000
0x0000000BE6460000	0x0000000B00000000	0x0000000000000001	40960	0x0000000000001000	0x0000000000000004	0x0000000000020000
0x0000000BE646A000	0x0000000B00000000	0x0000000000000001	24576	0x0000000000002000	0x0000000000000000	0x0000000000020000
