1	internal	1	2	2019-11-19 06:22:49.970	0	0	0	0	0	2171	0	0	6	4571	4	0	0	0	0	Medium	25	0	0	0	0	8	8313
2	default	2	2	2019-11-19 06:22:49.970	5187	0	1	0	0	21536	4670	0	310	8543	366	9	0	10472	0	Medium	25	0	0	0	0	8	1986
