0,DATABASE,0,0,0,1,VWCK,VIEW ANY COLUMN ENCRYPTION KEY DEFINITION,G,GRANT
0,DATABASE,0,0,0,1,VWCM,VIEW ANY COLUMN MASTER KEY DEFINITION,G,GRANT
0,DATABASE,0,0,1,1,CO  ,CONNECT,G,GRANT
1,OBJECT_OR_COLUMN,-599,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-598,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-596,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-593,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-592,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-591,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-590,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-589,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-588,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-587,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-586,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-582,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-580,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-572,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-571,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-570,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-569,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-568,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-567,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-566,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-565,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-564,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-563,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-562,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-561,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-560,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-559,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-558,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-557,0,0,1,SL  ,SELECT,G,GRANT
1,OBJECT_OR_COLUMN,-551,0,0,1,SL  ,SELECT,G,GRANT
