0,ONLINE,0x0000000BFD008040,0x0000000BFD000280,0x0000000BFD600160,0,255,8,8,29,2,14,0,1,255,0,8
64,ONLINE DAC,0x0000000BFD604040,0x0000000BFD0009D0,0x0000000BFD690160,64,0,1,1,1,0,0,0,0,255,0,8
