plan_persist_query_hints,261575970,,4,0,IT,INTERNAL_TABLE,2019-09-13 17:53:09.660,2019-09-13 17:53:09.660,1,0,0
plan_persist_query_template_parameterization,277576027,,4,0,IT,INTERNAL_TABLE,2019-09-13 17:53:09.677,2019-09-13 17:53:09.677,1,0,0
plan_persist_wait_stats,293576084,,4,0,IT,INTERNAL_TABLE,2019-09-13 17:53:09.687,2019-09-13 17:53:09.687,1,0,0
AddCreditsToCourses,402100473,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 11:50:58.343,2019-11-17 11:50:58.343,0,0,0
AddDefaultConstraint,418100530,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 11:51:24.693,2019-11-17 11:51:24.693,0,0,0
AddForeignKey,450100644,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 11:51:47.620,2019-11-17 11:51:47.620,0,0,0
ModifyCredits,530100929,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 11:56:32.707,2019-11-17 11:56:32.707,0,0,0
DatabaseVersion,546100986,,1,0,U ,USER_TABLE,2019-11-17 11:58:03.520,2019-11-17 11:58:03.520,0,0,0
persistent_version_store,565577053,,4,0,IT,INTERNAL_TABLE,2019-11-09 14:37:25.577,2019-11-09 14:37:25.577,1,0,0
persistent_version_store_long_term,581577110,,4,0,IT,INTERNAL_TABLE,2019-11-09 14:37:25.607,2019-11-09 14:37:25.607,1,0,0
AddCandidateKey,594101157,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 12:35:40.970,2019-11-17 12:35:40.970,0,0,0
GetCurrentVersion,850102069,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 13:19:33.850,2019-11-17 13:19:33.850,0,0,0
Department,885578193,,1,0,U ,USER_TABLE,2019-11-10 10:52:24.407,2019-11-10 10:57:21.863,0,0,0
PK__Departme__B2079BED4CF066BE,901578250,,1,885578193,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 10:52:24.420,2019-11-10 10:52:24.420,0,0,0
RollForward,962102468,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 13:26:45.787,2019-11-17 13:26:45.787,0,0,0
RollBackwards,978102525,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 13:26:48.713,2019-11-17 13:26:48.713,0,0,0
Professor,981578535,,1,0,U ,USER_TABLE,2019-11-10 10:57:21.863,2019-11-17 13:36:02.240,0,0,0
PK__Professo__900359493603F51C,997578592,,1,981578535,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 10:57:21.863,2019-11-10 10:57:21.863,0,0,0
FK__Professor__Depar__3C69FB99,1013578649,,1,981578535,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 10:57:21.863,2019-11-10 10:57:21.863,0,0,0
StudentGroup,1045578763,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.707,2019-11-10 11:05:56.723,0,0,0
PK__StudentG__DCEA17E49FC20C6B,1061578820,,1,1045578763,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.710,2019-11-10 11:05:56.710,0,0,0
FK__StudentGr__Profe__403A8C7D,1077578877,,1,1045578763,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.710,2019-11-10 11:05:56.710,0,0,0
GoToVersion,1090102924,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 13:30:09.990,2019-11-17 13:30:09.990,0,0,0
Student,1093578934,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.720,2019-11-10 11:05:56.803,0,0,0
AddPrimaryKey,1106102981,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 13:34:27.980,2019-11-17 13:34:27.980,0,0,0
PK__Student__32C52B9950C9DDF7,1109578991,,1,1093578934,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.720,2019-11-10 11:05:56.720,0,0,0
CreateTable,1122103038,,1,0,P ,SQL_STORED_PROCEDURE,2019-11-17 13:35:31.867,2019-11-17 13:35:31.867,0,0,0
FK__Student__GroupId__4316F928,1125579048,,1,1093578934,F ,FOREIGN_KEY_CONSTRAINT,2019-11-10 11:05:56.723,2019-11-10 11:05:56.723,0,0,0
Classroom,1141579105,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.730,2019-11-17 13:36:02.280,0,0,0
PK__Classroo__11618EAA1391FC2F,1157579162,,1,1141579105,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.730,2019-11-10 11:05:56.730,0,0,0
Course,1173579219,,1,0,U ,USER_TABLE,2019-11-10 11:05:56.737,2019-11-17 13:36:02.307,0,0,0
PK__Course__C92D71A7E1808C36,1189579276,,1,1173579219,PK,PRIMARY_KEY_CONSTRAINT,2019-11-10 11:05:56.737,2019-11-10 11:05:56.737,0,0,0
