196608	1	IN_ROW_DATA	196608	1	25	17	15	0x130000000100	0x9E0000000100	0x9D0000000100
327680	1	IN_ROW_DATA	327680	1	5	5	3	0x110000000100	0xA00000000100	0x830000000100
458752	1	IN_ROW_DATA	458752	1	12	5	3	0x140000000100	0x8B0000000100	0x150000000100
524288	1	IN_ROW_DATA	524288	1	2	2	1	0x200000000100	0x200000000100	0x0C0000000100
281474977103872	1	IN_ROW_DATA	281474977103872	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474977300480	1	IN_ROW_DATA	281474977300480	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474977824768	1	IN_ROW_DATA	281474977824768	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474977890304	1	IN_ROW_DATA	281474977890304	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474977955840	1	IN_ROW_DATA	281474977955840	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474978021376	1	IN_ROW_DATA	281474978021376	1	2	2	1	0x870000000100	0x870000000100	0x890000000100
281474978086912	1	IN_ROW_DATA	281474978086912	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474978152448	1	IN_ROW_DATA	281474978152448	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474978217984	1	IN_ROW_DATA	281474978217984	1	2	2	1	0x970000000100	0x970000000100	0x980000000100
281474978283520	1	IN_ROW_DATA	281474978283520	1	2	2	1	0x990000000100	0x990000000100	0x9A0000000100
281474978349056	1	IN_ROW_DATA	281474978349056	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474978480128	1	IN_ROW_DATA	281474978480128	1	2	2	1	0x5B0000000100	0x5B0000000100	0x5C0000000100
281474978545664	1	IN_ROW_DATA	281474978545664	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474978611200	1	IN_ROW_DATA	281474978611200	1	2	2	1	0x650000000100	0x650000000100	0x660000000100
281474978938880	1	IN_ROW_DATA	281474978938880	1	41	37	35	0x740000000100	0xB90000000100	0x750000000100
281474979004416	1	IN_ROW_DATA	281474979004416	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979069952	1	IN_ROW_DATA	281474979069952	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979135488	1	IN_ROW_DATA	281474979135488	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979201024	1	IN_ROW_DATA	281474979201024	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979332096	1	IN_ROW_DATA	281474979332096	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979397632	1	IN_ROW_DATA	281474979397632	1	25	21	19	0x6B0000000100	0x6F0000000100	0x6C0000000100
281474979463168	1	IN_ROW_DATA	281474979463168	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979528704	1	IN_ROW_DATA	281474979528704	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979594240	1	IN_ROW_DATA	281474979594240	1	2	2	1	0x9D0000000100	0x320000000100	0x0A0000000100
281474979659776	1	IN_ROW_DATA	281474979659776	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979790848	1	IN_ROW_DATA	281474979790848	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979856384	1	IN_ROW_DATA	281474979856384	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979921920	1	IN_ROW_DATA	281474979921920	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474979987456	1	IN_ROW_DATA	281474979987456	1	2	2	1	0x4B0000000100	0x4B0000000100	0x4C0000000100
281474980052992	1	IN_ROW_DATA	281474980052992	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474980249600	1	IN_ROW_DATA	281474980249600	1	14	8	6	0x7C0000000100	0xA30000000100	0x7D0000000100
281474980315136	1	IN_ROW_DATA	281474980315136	1	12	5	3	0x8C0000000100	0x940000000100	0x8D0000000100
281474980380672	1	IN_ROW_DATA	281474980380672	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474980446208	1	IN_ROW_DATA	281474980446208	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474980577280	1	IN_ROW_DATA	281474980577280	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474980642816	1	IN_ROW_DATA	281474980642816	1	33	31	29	0x800000000100	0x2B0000000100	0x810000000100
281474980904960	1	IN_ROW_DATA	281474980904960	1	2	2	1	0x570000000100	0x570000000100	0x580000000100
281474980970496	1	IN_ROW_DATA	281474980970496	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474981560320	1	IN_ROW_DATA	281474981560320	1	2	2	1	0x610000000100	0x610000000100	0x620000000100
281474981625856	1	IN_ROW_DATA	281474981625856	1	2	2	1	0x670000000100	0x670000000100	0x680000000100
281474981888000	1	IN_ROW_DATA	281474981888000	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474981953536	1	IN_ROW_DATA	281474981953536	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474982084608	1	IN_ROW_DATA	281474982084608	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474982215680	1	IN_ROW_DATA	281474982215680	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474982281216	1	IN_ROW_DATA	281474982281216	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474982346752	1	IN_ROW_DATA	281474982346752	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474982412288	1	IN_ROW_DATA	281474982412288	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474982543360	1	IN_ROW_DATA	281474982543360	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
281474983133184	1	IN_ROW_DATA	281474983133184	1	9	2	1	0xA80100000100	0xA80100000100	0x930100000100
562949953880064	1	IN_ROW_DATA	562949953880064	1	2	2	1	0x6E0000000100	0x100000000100	0x120000000100
562949954535424	1	IN_ROW_DATA	562949954535424	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949954600960	1	IN_ROW_DATA	562949954600960	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949955190784	1	IN_ROW_DATA	562949955190784	1	2	2	1	0x5D0000000100	0x5D0000000100	0x5E0000000100
562949955256320	1	IN_ROW_DATA	562949955256320	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949955649536	1	IN_ROW_DATA	562949955649536	1	33	30	28	0x760000000100	0xBC0000000100	0x770000000100
562949955780608	1	IN_ROW_DATA	562949955780608	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949955911680	1	IN_ROW_DATA	562949955911680	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949956042752	1	IN_ROW_DATA	562949956042752	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949956108288	1	IN_ROW_DATA	562949956108288	1	17	12	10	0x8E0000000100	0x920000000100	0x900000000100
562949956173824	1	IN_ROW_DATA	562949956173824	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949956239360	1	IN_ROW_DATA	562949956239360	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949956304896	1	IN_ROW_DATA	562949956304896	1	2	2	1	0x220000000100	0x220000000100	0x490000000100
562949956698112	1	IN_ROW_DATA	562949956698112	1	2	2	1	0x4D0000000100	0x4D0000000100	0x4E0000000100
562949956763648	1	IN_ROW_DATA	562949956763648	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949956960256	1	IN_ROW_DATA	562949956960256	1	10	4	2	0x7E0000000100	0x500100000100	0x7F0000000100
562949957025792	1	IN_ROW_DATA	562949957025792	1	10	4	2	0x340000000100	0x300100000100	0x370000000100
562949957091328	1	IN_ROW_DATA	562949957091328	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949957615616	1	IN_ROW_DATA	562949957615616	1	2	2	1	0x590000000100	0x590000000100	0x5A0000000100
562949958270976	1	IN_ROW_DATA	562949958270976	1	2	2	1	0x630000000100	0x630000000100	0x640000000100
562949958336512	1	IN_ROW_DATA	562949958336512	1	2	2	1	0x690000000100	0x690000000100	0x6A0000000100
562949959057408	1	IN_ROW_DATA	562949959057408	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949959254016	1	IN_ROW_DATA	562949959254016	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
562949959843840	1	IN_ROW_DATA	562949959843840	1	9	2	1	0xB00100000100	0xB00100000100	0x940100000100
844424931246080	1	IN_ROW_DATA	844424931246080	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
844424931901440	1	IN_ROW_DATA	844424931901440	1	2	2	1	0x5F0000000100	0x5F0000000100	0x600000000100
844424931966976	1	IN_ROW_DATA	844424931966976	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
844424932360192	1	IN_ROW_DATA	844424932360192	1	33	28	26	0x780000000100	0xBE0000000100	0x790000000100
844424932884480	1	IN_ROW_DATA	844424932884480	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
844424933408768	1	IN_ROW_DATA	844424933408768	1	2	2	1	0x4F0000000100	0x4F0000000100	0x500000000100
844424935768064	1	IN_ROW_DATA	844424935768064	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
1125899909070848	1	IN_ROW_DATA	1125899909070848	1	7	7	5	0x7A0000000100	0xD60000000100	0x7B0000000100
71776119065149440	2	LOB_DATA	281474980642816	1	9	6	0	0x8E0000000100	0x8E0000000100	0x2D0000000100
72057594037993472	1	IN_ROW_DATA	281474980511744	1	2	2	1	0x9F0000000100	0x300000000100	0x0D0000000100
72057594038059008	1	IN_ROW_DATA	562949957222400	1	2	2	1	0x240000000100	0x240000000100	0x540000000100
72057594038190080	1	IN_ROW_DATA	281474983067648	1	2	2	1	0x6E0000000100	0x6E0000000100	0x720000000100
72057594038255616	1	IN_ROW_DATA	562949959778304	1	2	2	1	0x730000000100	0x730000000100	0x860000000100
72057594038386688	1	IN_ROW_DATA	281474981822464	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594038452224	1	IN_ROW_DATA	562949958533120	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594038583296	1	IN_ROW_DATA	281474982608896	1	2	2	1	0x080000000100	0x080000000100	0x210000000100
72057594038648832	1	IN_ROW_DATA	562949959319552	1	2	2	1	0x480000000100	0x480000000100	0x510000000100
72057594038779904	1	IN_ROW_DATA	281474982674432	1	2	2	1	0x520000000100	0x520000000100	0x310000000100
72057594038845440	1	IN_ROW_DATA	562949959385088	1	2	2	1	0x0B0000000100	0x0B0000000100	0x230000000100
72057594038976512	1	IN_ROW_DATA	281474982739968	1	2	2	1	0x4A0000000100	0x4A0000000100	0x530000000100
72057594039107584	1	IN_ROW_DATA	281474982805504	1	2	2	1	0x2A0000000100	0x2A0000000100	0x820000000100
72057594039173120	1	IN_ROW_DATA	562949959516160	1	2	2	1	0x880000000100	0x880000000100	0x160000000100
72057594039304192	1	IN_ROW_DATA	281474981101568	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594039369728	1	IN_ROW_DATA	562949957812224	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594039435264	1	IN_ROW_DATA	844424934522880	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594039566336	1	IN_ROW_DATA	281474981363712	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594039697408	1	IN_ROW_DATA	281474981232640	1	2	2	1	0x250000000100	0x250000000100	0x0F0000000100
72057594039762944	1	IN_ROW_DATA	562949957943296	1	2	2	1	0x260000000100	0x260000000100	0x270000000100
72057594039828480	1	IN_ROW_DATA	844424934653952	1	2	2	1	0x280000000100	0x280000000100	0x290000000100
72057594039959552	2	LOB_DATA	281474981167104	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040025088	1	IN_ROW_DATA	281474981167104	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040156160	1	IN_ROW_DATA	281474981429248	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040287232	1	IN_ROW_DATA	281474981494784	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040418304	2	LOB_DATA	281474982871040	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040483840	1	IN_ROW_DATA	281474982871040	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040614912	2	LOB_DATA	281474979725312	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040680448	1	IN_ROW_DATA	281474979725312	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040745984	1	IN_ROW_DATA	562949956435968	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040811520	1	IN_ROW_DATA	844424933146624	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594040877056	1	IN_ROW_DATA	1125899909857280	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041008128	2	LOB_DATA	281474982936576	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041073664	1	IN_ROW_DATA	281474982936576	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041139200	1	IN_ROW_DATA	562949959647232	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041204736	1	IN_ROW_DATA	844424936357888	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041335808	1	IN_ROW_DATA	281474983002112	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041401344	1	IN_ROW_DATA	562949959712768	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041466880	1	IN_ROW_DATA	844424936423424	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041663488	2	LOB_DATA	72057594038714368	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594041925632	2	LOB_DATA	72057594038845440	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042187776	2	LOB_DATA	72057594038976512	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042384384	1	IN_ROW_DATA	72057594038386688	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042449920	1	IN_ROW_DATA	72057594038452224	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042580992	1	IN_ROW_DATA	72057594038583296	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042646528	1	IN_ROW_DATA	72057594038648832	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042712064	2	LOB_DATA	281474983002112	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042777600	1	IN_ROW_DATA	72057594038714368	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042843136	3	ROW_OVERFLOW_DATA	72057594038714368	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042908672	1	IN_ROW_DATA	72057594038779904	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594042974208	1	IN_ROW_DATA	72057594038845440	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594043039744	3	ROW_OVERFLOW_DATA	72057594038845440	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
72057594043105280	1	IN_ROW_DATA	72057594038910976	1	0	0	0	0x000000000000	0x000000000000	0x000000000000
