Dedicated Admin Connection,1,1,2,TCP,2,TSQL,0,STARTED,1
TSQL Local Machine,2,1,4,SHARED_MEMORY,2,TSQL,0,STARTED,0
TSQL Named Pipes,3,1,3,NAMED_PIPES,2,TSQL,0,STARTED,0
TSQL Default TCP,4,1,2,TCP,2,TSQL,0,STARTED,0
TSQL Default VIA,5,1,5,VIA,2,TSQL,0,STARTED,0
