6857	2	2	49152	0x0000000BE63E2060	Compiled Plan	Adhoc	0x06000600D540F210E037F6E80B00000001000000000000000000000000000000000000000000000000000000	2	
22636	2	2	40960	0x0000000BE8F30060	Compiled Plan	Adhoc	0x06000600F9B18E086030F6E80B00000001000000000000000000000000000000000000000000000000000000	2	
16064	2	2	40960	0x0000000BE8F38060	Compiled Plan	Adhoc	0x0600060050AC1905E028F6E80B00000001000000000000000000000000000000000000000000000000000000	2	
19232	2	3	65536	0x0000000BE8F6A060	Compiled Plan	Adhoc	0x06000600268629176021F6E80B00000001000000000000000000000000000000000000000000000000000000	2	
21050	2	3	139264	0x0000000BE4350060	Compiled Plan	Adhoc	0x060006008E804024305936E40B00000001000000000000000000000000000000000000000000000000000000	2	
6001	2	2	40960	0x0000000BE7AC4060	Compiled Plan	Adhoc	0x06000600BD01382DB05136E40B00000001000000000000000000000000000000000000000000000000000000	2	
6001	2	1	40960	0x0000000BE8636060	Compiled Plan	Adhoc	0x06000600BD01382D20BD56E70B00000001000000000000000000000000000000000000000000000000000000	2	
9854	2	3	49152	0x0000000BE864E060	Compiled Plan	Adhoc	0x06000600F8FEFE06407E02E60B00000001000000000000000000000000000000000000000000000000000000	2	
38139	2	2	57344	0x0000000BE4370060	Compiled Plan	Adhoc	0x0600060036FB811D907C02E60B00000001000000000000000000000000000000000000000000000000000000	2	
38139	2	1	57344	0x0000000BE7ADC060	Compiled Plan	Adhoc	0x0600060036FB811D607F0DE70B00000001000000000000000000000000000000000000000000000000000000	2	
20818	2	1	49152	0x0000000BE435C060	Compiled Plan	Adhoc	0x06000600D528A232E07A02E60B00000001000000000000000000000000000000000000000000000000000000	2	
20818	2	2	49152	0x0000000BE7810060	Compiled Plan	Adhoc	0x06000600D528A232B07D0DE70B00000001000000000000000000000000000000000000000000000000000000	2	
10173	2	2	49152	0x0000000BE4330060	Compiled Plan	Adhoc	0x06000600D673742F607302E60B00000001000000000000000000000000000000000000000000000000000000	2	
10173	2	1	49152	0x0000000BE7AD6060	Compiled Plan	Adhoc	0x06000600D673742F007C0DE70B00000001000000000000000000000000000000000000000000000000000000	2	
37651	2	3	49152	0x0000000BE7AB8060	Compiled Plan	Adhoc	0x06000600AC79071D507A0DE70B00000001000000000000000000000000000000000000000000000000000000	2	
26366	2	3	65536	0x0000000BE42B8060	Compiled Plan	Adhoc	0x06000600009D0B20A0B556E70B00000001000000000000000000000000000000000000000000000000000000	2	
13043	2	1	1392640	0x0000000BE4116060	Compiled Plan	Adhoc	0x06000600C9E67E0720AE56E70B00000001000000000000000000000000000000000000000000000000000000	2	
38710	2	3	40960	0x0000000BE6024060	Compiled Plan	Adhoc	0x060006000AC62704E06B02E60B00000001000000000000000000000000000000000000000000000000000000	2	
18111	2	2	106496	0x0000000BE6022060	Compiled Plan	Adhoc	0x06000600FC300625901C21E70B00000001000000000000000000000000000000000000000000000000000000	2	
18111	2	1	106496	0x0000000BE455A060	Compiled Plan	Adhoc	0x06000600FC300625201D21E70B00000001000000000000000000000000000000000000000000000000000000	2	
13043	2	1	1392640	0x0000000BE8650060	Compiled Plan	Adhoc	0x06000600C9E67E07D0720DE70B00000001000000000000000000000000000000000000000000000000000000	2	
13043	2	1	1392640	0x0000000BE781C060	Compiled Plan	Adhoc	0x06000600C9E67E07101521E70B00000001000000000000000000000000000000000000000000000000000000	2	
35373	2	2	458752	0x0000000BE7BBC060	Compiled Plan	Adhoc	0x06000600E56A6F36700C21E70B00000001000000000000000000000000000000000000000000000000000000	2	
35373	2	1	458752	0x0000000BE724A060	Compiled Plan	Adhoc	0x06000600E56A6F36100621E70B00000001000000000000000000000000000000000000000000000000000000	2	
20717	2	3	49152	0x0000000BE723C060	Compiled Plan	Adhoc	0x06000600FC199827403E7EE70B00000001000000000000000000000000000000000000000000000000000000	2	
25976	2	3	49152	0x0000000BE721A060	Compiled Plan	Adhoc	0x06000600B4B1CB2DC0367EE70B00000001000000000000000000000000000000000000000000000000000000	2	
16365	2	2	270336	0x0000000BE78CE060	Compiled Plan	Adhoc	0x0600060091E1AD1D402F7EE70B00000001000000000000000000000000000000000000000000000000000000	2	
16365	2	1	270336	0x0000000BE70DC060	Compiled Plan	Adhoc	0x0600060091E1AD1D601F41E80B00000001000000000000000000000000000000000000000000000000000000	2	
1833	2	3	49152	0x0000000BE753C060	Compiled Plan	Adhoc	0x06000600A86F7E19D01E41E80B00000001000000000000000000000000000000000000000000000000000000	2	
16172	3	3	65536	0x0000000BE7790060	Compiled Plan	Adhoc	0x06000600F7F7E93AC0277EE70B00000001000000000000000000000000000000000000000000000000000000	2	
25943	2	3	57344	0x0000000BE77CA060	Compiled Plan	Adhoc	0x060006005F47803940207EE70B00000001000000000000000000000000000000000000000000000000000000	2	
13972	2	2	163840	0x0000000BE7182060	Compiled Plan	Adhoc	0x0600060090BA7E3560BF71E70B00000001000000000000000000000000000000000000000000000000000000	2	
13972	2	1	163840	0x0000000BE780C060	Compiled Plan	Adhoc	0x0600060090BA7E3560DFD8E80B00000001000000000000000000000000000000000000000000000000000000	2	
36775	2	3	40960	0x0000000BE719A060	Compiled Plan	Adhoc	0x06000600C3770937D0BE71E70B00000001000000000000000000000000000000000000000000000000000000	2	
21488	2	3	155648	0x0000000BE70FA060	Compiled Plan	Adhoc	0x060006004BD0660420BD71E70B00000001000000000000000000000000000000000000000000000000000000	2	
8675	2	3	114688	0x0000000BE8738060	Compiled Plan	Adhoc	0x060006005A3BF32C70BB71E70B00000001000000000000000000000000000000000000000000000000000000	2	
3595	2	3	40960	0x0000000BE74F2060	Compiled Plan	Adhoc	0x06000600802C422EC0B971E70B00000001000000000000000000000000000000000000000000000000000000	2	
19892	2	2	90112	0x0000000BE71E2060	Compiled Plan	Adhoc	0x060006000BFAFE21605F71E80B00000001000000000000000000000000000000000000000000000000000000	2	
19892	2	1	90112	0x0000000BE7180060	Compiled Plan	Adhoc	0x060006000BFAFE21D05E71E80B00000001000000000000000000000000000000000000000000000000000000	2	
3889	2	2	245760	0x0000000BE709C060	Compiled Plan	Adhoc	0x06000600D48D7706B0DDD8E80B00000001000000000000000000000000000000000000000000000000000000	2	
3889	2	1	245760	0x0000000BE74EE060	Compiled Plan	Adhoc	0x06000600D48D7706205D71E80B00000001000000000000000000000000000000000000000000000000000000	2	
37616	2	3	40960	0x0000000BE770C060	Compiled Plan	Adhoc	0x060006000723B420705B71E80B00000001000000000000000000000000000000000000000000000000000000	2	
11732	2	3	57344	0x0000000BE77CC060	Compiled Plan	Adhoc	0x0600060003552E3BF05371E80B00000001000000000000000000000000000000000000000000000000000000	2	
23405	2	2	212992	0x0000000BE8692060	Compiled Plan	Adhoc	0x060006004673DB32605FA4E80B00000001000000000000000000000000000000000000000000000000000000	2	
23405	2	1	212992	0x0000000BE7706060	Compiled Plan	Adhoc	0x060006004673DB32D05EA4E80B00000001000000000000000000000000000000000000000000000000000000	2	
22045	2	3	49152	0x0000000BE70F6060	Compiled Plan	Adhoc	0x060006009EC1C92800DCD8E80B00000001000000000000000000000000000000000000000000000000000000	2	
27711	2	3	180224	0x0000000BE8706060	Compiled Plan	Adhoc	0x06000600B7E66401205DA4E80B00000001000000000000000000000000000000000000000000000000000000	2	
2479	2	3	49152	0x0000000BE8772060	Compiled Plan	Adhoc	0x060006004ABCC80CA055A4E80B00000001000000000000000000000000000000000000000000000000000000	2	
31564	2	3	49152	0x0000000BE757C060	Compiled Plan	Adhoc	0x06000600FF875400501741E80B00000001000000000000000000000000000000000000000000000000000000	2	
26295	2	3	49152	0x0000000BE871E060	Compiled Plan	Adhoc	0x06000600C12FE013204EA4E80B00000001000000000000000000000000000000000000000000000000000000	2	
7510	2	3	90112	0x0000000BE74A8060	Compiled Plan	Adhoc	0x0600060093EAD812609F4EE70B00000001000000000000000000000000000000000000000000000000000000	2	
34609	2	3	40960	0x0000000BE74FC060	Compiled Plan	Adhoc	0x06000600AF2B690ED09E4EE70B00000001000000000000000000000000000000000000000000000000000000	2	
7660	2	3	40960	0x0000000BE759A060	Compiled Plan	Adhoc	0x0600060074F0711750974EE70B00000001000000000000000000000000000000000000000000000000000000	2	
36568	2	3	40960	0x0000000BE7584060	Compiled Plan	Adhoc	0x0600060061C7E310D08F4EE70B00000001000000000000000000000000000000000000000000000000000000	2	
3068	2	3	49152	0x0000000BE74A4060	Compiled Plan	Adhoc	0x0600060050EB432250884EE70B00000001000000000000000000000000000000000000000000000000000000	2	
33181	2	2	49152	0x0000000BE74F6060	Compiled Plan	Adhoc	0x0600060012B94419003F05E70B00000001000000000000000000000000000000000000000000000000000000	2	
33181	2	1	49152	0x0000000BE7090060	Compiled Plan	Adhoc	0x0600060012B9441980D4D8E80B00000001000000000000000000000000000000000000000000000000000000	2	
20447	2	3	49152	0x0000000BE8A3E060	Compiled Plan	Adhoc	0x060006006B714329A03805E70B00000001000000000000000000000000000000000000000000000000000000	2	
24419	2	3	40960	0x0000000BE749C060	Compiled Plan	Adhoc	0x06000600D02B3B0460DF76E80B00000001000000000000000000000000000000000000000000000000000000	2	
38227	2	3	49152	0x0000000BE70DE060	Compiled Plan	Adhoc	0x0600060048A43F1D00CDD8E80B00000001000000000000000000000000000000000000000000000000000000	2	
5672	2	2	90112	0x0000000BE758A060	Compiled Plan	Adhoc	0x06000600BB385E0790DC76E80B00000001000000000000000000000000000000000000000000000000000000	2	
5672	2	1	90112	0x0000000BE8BF4060	Compiled Plan	Adhoc	0x06000600BB385E0700DC76E80B00000001000000000000000000000000000000000000000000000000000000	2	
13445	2	2	40960	0x0000000BE7054060	Compiled Plan	Adhoc	0x0600060002FA342B50DA76E80B00000001000000000000000000000000000000000000000000000000000000	2	
13445	2	1	40960	0x0000000BE70AA060	Compiled Plan	Adhoc	0x0600060002FA342B605FAEE80B00000001000000000000000000000000000000000000000000000000000000	2	
