NESTING_TRANSACTION_FULL,0,0,0
MSQL_TRANSACTION_MANAGER,0,0,0
TRANSACTION_WORKSPACE_MANAGER,0,0,0
DATABASE_AUTONAME_MANAGER,0,0,0
UTILITY_DYNAMIC_VECTOR,0,0,0
UTILITY_SPARSE_BITMAP,0,0,0
UTILITY_DATABASE_DROP,0,0,0
UTILITY_DYNAMIC_MANAGER_VIEW,0,0,0
UTILITY_DEBUG_FILESTREAM,0,0,0
UTILITY_LOCK_INFORMATION,0,0,0
VERSIONING_TRANSACTION,0,0,0
VERSIONING_TRANSACTION_CHAIN,0,0,0
VERSIONING_STATE,0,0,0
VERSIONING_STATE_CHANGE,0,0,0
KTM_VIRTUAL_CLOCK,0,0,0
SECURITY_CERTIFICATE_INIT,0,0,0
SECURITY_ASYMMETRIC_KEY_INIT,0,0,0
FT Compidx mg,0,0,0
ACCESS_METHODS_STRING_COMPARE,0,0,0
ACCESS_METHODS_ACCESSOR_CACHE,0,0,0
SECURITY_ROW_LEVEL_SECURITY_CACHE,0,0,0
SECURITY_EXECUTE_AS_ENCRYPTION_TOKEN_INIT,0,0,0
SECURITY_EXECUTE_AS_ENCRYPTION_TOKEN_CREATE,0,0,0
SECURITY_PRIMARY_LOOKUP,0,0,0
SECURITY_ACCESS_CHECK_CACHE,0,0,0
SECURITY_USER_INSTANCE,0,0,0
CHECK_PRINT_RECORD,0,0,0
SECURITY_XPCMDSHELL,0,0,0
FILESTREAM_DOWNLEVEL_LOGGING,0,0,0
LOGBLOCK_GENERATIONS,0,0,0
METADATA_CLONE_ACCESS_TICKET,0,0,0
METADATA_SEQUENCE_GENERATOR,0,0,0
ACCESS_METHODS_INDEX_BUILD_ALLOCATION,0,0,0
FILESTREAM_ALLOCATION_MANAGER,0,0,0
FILESTREAM_CONTAINER_HEADER,0,0,0
GHOST_CLEANUP_SYNC_MANAGER,0,0,0
COLUMNSTORE_OBJECT,0,0,0
CSIBUILD_HASHDICT_BUCKET,0,0,0
CSIBUILD_HASHDICT_GLOBAL,0,0,0
CSIBUILD_STRINGSTORE_GLOBAL,0,0,0
COLUMNSTORE_ATTRIB_CACHE,0,0,0
COLUMNSTORE_INDEX_BUILD,0,0,0
ACCESS_METHODS_COLUMN_CACHE_SHARING,0,0,0
HADR_BACKUP_LOCK_RESQUEUE_TABLE,0,0,0
HADR_BACKUP_TASK_TABLE,0,0,0
HOBT_LOBPAGEINFO,0,0,0
HADR_XDES_TABLE,0,0,0
ASYNC_TRANSPORT_MULTI_SESSION,0,0,0
COLUMNSTORE_ROWGROUP_COLLECTION,0,0,0
COLUMNSTORE_LOAD_METADATA,0,0,0
XSTORE_CREDENTIAL_MANAGER,0,0,0
XSTORE_CREDENTIAL,0,0,0
BLOB_ACCESS_LEASE_RENEWAL,0,0,0
SYNC_DBTABLE,0,0,0
COLUMNSTORE_LOAD_DELETE_BUFFERS,0,0,0
QUERY_STORE_ACCESS_CACHE,0,0,0
RBIO_REQUEST,0,0,0
PVS_ADD_RECORD,0,0,0
WPR_BUCKET_ACCESS,0,0,0
