51	51	2019-11-19 06:23:57.020	TCP	TSQL	1946157060	4	FALSE	SQL	0	9	8	2019-11-19 06:23:57.073	2019-11-19 06:23:57.067	8000	172.17.0.1	59038	172.17.0.2	1433	CE9465B2-AEC2-4BF4-82FE-44FD5239CAB9		0x02000000C98E9D07AC06BFF1BFCB637067F78A0F96F3EA3D0000000000000000000000000000000000000000
		2019-11-19 06:23:57.070	TCP	TSQL	0	4	TRUE	(Unknown)	0	1	1	2019-11-19 06:23:57.070	2019-11-19 06:23:57.070	4096	172.17.0.1	59042	172.17.0.2	1433	A0F8548B-061A-4DBD-B718-C5ECFD11A0F8		
