1,MAXDOP,0,,1
2,LEGACY_CARDINALITY_ESTIMATION,0,,1
3,PARAMETER_SNIFFING,1,,1
4,QUERY_OPTIMIZER_HOTFIXES,0,,1
6,IDENTITY_CACHE,1,,1
