0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	850102069	0	546100986	1	1	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	962102468	0	402100473	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	962102468	0	418100530	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	962102468	0	450100644	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	962102468	0	530100929	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	962102468	0	546100986	1	0	1	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	962102468	0	594101157	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	978102525	0	402100473	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	978102525	0	418100530	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	978102525	0	450100644	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	978102525	0	530100929	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	978102525	0	546100986	1	0	1	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	978102525	0	594101157	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1090102924	0	546100986	1	1	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1090102924	0	962102468	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1090102924	0	978102525	0	0	0	0
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	885578193	1	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	885578193	2	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	981578535	1	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	981578535	2	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	981578535	3	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	981578535	4	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	981578535	5	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	981578535	6	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	1045578763	1	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	1045578763	2	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	1045578763	3	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	1045578763	4	0	0	1
0	OBJECT_OR_COLUMN_REFERENCE_NON_SCHEMA_BOUND	1525580473	0	1093578934	1	0	0	1
