850102069	546100986	1	1	8	0	0	0	0	0	1
962102468	402100473	1	0	0	0	0	0	0	0	0
962102468	418100530	1	0	0	0	0	0	0	0	0
962102468	450100644	1	0	0	0	0	0	0	0	0
962102468	530100929	1	0	0	0	0	0	0	0	0
962102468	546100986	1	1	4	0	0	0	0	1	0
962102468	594101157	1	0	0	0	0	0	0	0	0
978102525	402100473	1	0	0	0	0	0	0	0	0
978102525	418100530	1	0	0	0	0	0	0	0	0
978102525	450100644	1	0	0	0	0	0	0	0	0
978102525	530100929	1	0	0	0	0	0	0	0	0
978102525	546100986	1	1	4	0	0	0	0	1	0
978102525	594101157	1	0	0	0	0	0	0	0	0
1090102924	546100986	1	1	8	0	0	0	0	0	1
1090102924	962102468	1	0	0	0	0	0	0	0	0
1090102924	978102525	1	0	0	0	0	0	0	0	0
1525580473	885578193	1	1	2	0	0	0	1	0	0
1525580473	885578193	1	2	2	0	0	0	1	0	0
1525580473	981578535	1	1	2	0	0	0	1	0	0
1525580473	981578535	1	2	2	0	0	0	1	0	0
1525580473	981578535	1	3	2	0	0	0	1	0	0
1525580473	981578535	1	4	2	0	0	0	1	0	0
1525580473	981578535	1	5	2	0	0	0	1	0	0
1525580473	981578535	1	6	2	0	0	0	1	0	0
1525580473	1045578763	1	1	2	0	0	0	1	0	0
1525580473	1045578763	1	2	2	0	0	0	1	0	0
1525580473	1045578763	1	3	2	0	0	0	1	0	0
1525580473	1045578763	1	4	2	0	0	0	1	0	0
1525580473	1093578934	1	1	2	0	0	0	1	0	0
1525580473	1093578934	1	2	2	0	0	0	1	0	0
1525580473	1093578934	1	3	2	0	0	0	1	0	0
1525580473	1093578934	1	4	2	0	0	0	1	0	0
1525580473	1093578934	1	5	2	0	0	0	1	0	0
1525580473	1141579105	1	1	2	0	0	0	1	0	0
1525580473	1141579105	1	2	2	0	0	0	1	0	0
1525580473	1141579105	1	3	2	0	0	0	1	0	0
1525580473	1173579219	1	1	2	0	0	0	1	0	0
1525580473	1173579219	1	2	2	0	0	0	1	0	0
1525580473	1173579219	1	3	2	0	0	0	1	0	0
1525580473	1173579219	1	4	2	0	0	0	1	0	0
1525580473	1173579219	1	5	2	0	0	0	1	0	0
1525580473	1173579219	1	6	2	0	0	0	1	0	0
1525580473	1237579447	1	1	2	0	0	0	1	0	0
1525580473	1237579447	1	2	2	0	0	0	1	0	0
1525580473	1237579447	1	3	2	0	0	0	1	0	0
1525580473	1285579618	1	1	2	0	0	0	1	0	0
1525580473	1285579618	1	2	2	0	0	0	1	0	0
1525580473	1285579618	1	3	2	0	0	0	1	0	0
1525580473	1285579618	1	4	2	0	0	0	1	0	0
1525580473	1285579618	1	5	2	0	0	0	1	0	0
1525580473	1349579846	1	1	2	0	0	0	1	0	0
1525580473	1349579846	1	2	2	0	0	0	1	0	0
1525580473	1349579846	1	3	2	0	0	0	1	0	0
1525580473	1349579846	1	4	2	0	0	0	1	0	0
1525580473	1349579846	1	5	2	0	0	0	1	0	0
1525580473	1397580017	1	1	2	0	0	0	1	0	0
1525580473	1397580017	1	2	2	0	0	0	1	0	0
1525580473	1397580017	1	3	2	0	0	0	1	0	0
1525580473	1397580017	1	4	2	0	0	0	1	0	0
