196608,3,1,1,196608,1283,0,0,NONE
327680,5,1,1,327680,172,0,0,NONE
458752,7,1,1,458752,202,0,0,NONE
524288,8,0,1,524288,2,0,0,NONE
281474977103872,6,1,1,281474977103872,0,0,0,NONE
281474977300480,9,1,1,281474977300480,0,0,0,NONE
281474977824768,17,1,1,281474977824768,0,0,0,NONE
281474977890304,18,1,1,281474977890304,0,0,0,NONE
281474977955840,19,1,1,281474977955840,0,0,0,NONE
281474978021376,20,1,1,281474978021376,2,0,0,NONE
281474978086912,21,1,1,281474978086912,0,0,0,NONE
281474978152448,22,1,1,281474978152448,0,0,0,NONE
281474978217984,23,1,1,281474978217984,1,0,0,NONE
281474978283520,24,1,1,281474978283520,2,0,0,NONE
281474978349056,25,1,1,281474978349056,0,0,0,NONE
281474978480128,27,1,1,281474978480128,14,0,0,NONE
281474978545664,28,1,1,281474978545664,0,0,0,NONE
281474978611200,29,1,1,281474978611200,177,0,0,NONE
281474978938880,34,1,1,281474978938880,2489,0,0,NONE
281474979004416,35,1,1,281474979004416,0,0,2,PAGE
281474979069952,36,1,1,281474979069952,0,0,0,NONE
281474979135488,37,1,1,281474979135488,0,0,0,NONE
281474979201024,38,1,1,281474979201024,0,0,0,NONE
281474979332096,40,1,1,281474979332096,0,0,0,NONE
281474979397632,41,1,1,281474979397632,1056,0,0,NONE
281474979463168,42,1,1,281474979463168,0,0,0,NONE
281474979528704,43,1,1,281474979528704,0,0,0,NONE
281474979594240,44,1,1,281474979594240,1,0,0,NONE
281474979659776,45,1,1,281474979659776,0,0,0,NONE
281474979725312,46,1,1,281474979725312,0,0,0,NONE
281474979790848,47,1,1,281474979790848,0,0,0,NONE
281474979856384,48,1,1,281474979856384,0,0,0,NONE
281474979921920,49,1,1,281474979921920,0,0,0,NONE
281474979987456,50,1,1,281474979987456,34,0,0,NONE
281474980052992,51,1,1,281474980052992,0,0,0,NONE
281474980249600,54,1,1,281474980249600,250,0,0,NONE
281474980315136,55,1,1,281474980315136,453,0,0,NONE
281474980380672,56,1,1,281474980380672,0,0,0,NONE
281474980446208,57,1,1,281474980446208,0,0,0,NONE
281474980511744,58,1,1,281474980511744,23,0,0,NONE
281474980577280,59,1,1,281474980577280,0,0,0,NONE
281474980642816,60,1,1,281474980642816,263,0,0,NONE
281474980773888,62,1,1,281474980773888,0,0,2,PAGE
281474980839424,63,1,1,281474980839424,0,0,2,PAGE
281474980904960,64,1,1,281474980904960,17,0,0,NONE
281474980970496,65,1,1,281474980970496,0,0,0,NONE
281474981101568,67,1,1,281474981101568,0,0,0,NONE
281474981167104,68,1,1,281474981167104,0,0,0,NONE
281474981232640,69,1,1,281474981232640,1,0,0,NONE
281474981363712,71,1,1,281474981363712,0,0,0,NONE
281474981429248,72,1,1,281474981429248,0,0,0,NONE
281474981494784,73,1,1,281474981494784,0,0,0,NONE
281474981560320,74,1,1,281474981560320,228,0,0,NONE
281474981625856,75,1,1,281474981625856,166,0,0,NONE
281474981822464,78,1,1,281474981822464,0,0,0,NONE
281474981888000,79,1,1,281474981888000,0,0,0,NONE
281474981953536,80,1,1,281474981953536,0,0,0,NONE
281474982084608,82,1,1,281474982084608,0,0,0,NONE
281474982215680,84,1,1,281474982215680,0,0,0,NONE
281474982281216,85,1,1,281474982281216,0,0,0,NONE
281474982346752,86,1,1,281474982346752,0,0,0,NONE
281474982412288,87,1,1,281474982412288,0,0,0,NONE
281474982543360,89,1,1,281474982543360,0,0,0,NONE
281474982608896,90,1,1,281474982608896,98,0,0,NONE
281474982674432,91,1,1,281474982674432,100,0,0,NONE
281474982739968,92,1,1,281474982739968,112,0,0,NONE
281474982805504,93,1,1,281474982805504,19,0,0,NONE
281474982871040,94,1,1,281474982871040,0,0,0,NONE
281474982936576,95,1,1,281474982936576,0,0,0,NONE
281474983002112,96,1,1,281474983002112,0,0,0,NONE
281474983067648,97,1,1,281474983067648,3,0,0,NONE
281474983133184,98,1,1,281474983133184,30,0,0,NONE
