562949953880064,7,2,1,562949953880064,202,0,0,NONE
562949954535424,17,2,1,562949954535424,0,0,0,NONE
562949954600960,18,2,1,562949954600960,0,0,0,NONE
562949955190784,27,2,1,562949955190784,14,0,0,NONE
562949955256320,28,2,1,562949955256320,0,0,0,NONE
562949955649536,34,2,1,562949955649536,2489,0,0,NONE
562949955780608,36,2,1,562949955780608,0,0,0,NONE
562949955911680,38,2,1,562949955911680,0,0,0,NONE
562949956042752,40,2,1,562949956042752,0,0,0,NONE
562949956108288,41,2,1,562949956108288,1056,0,0,NONE
562949956173824,42,2,1,562949956173824,0,0,0,NONE
562949956239360,43,2,1,562949956239360,0,0,0,NONE
562949956304896,44,2,1,562949956304896,1,0,0,NONE
562949956435968,46,2,1,562949956435968,0,0,0,NONE
562949956698112,50,2,1,562949956698112,34,0,0,NONE
562949956763648,51,2,1,562949956763648,0,0,0,NONE
562949956960256,54,2,1,562949956960256,250,0,0,NONE
562949957025792,55,2,1,562949957025792,453,0,0,NONE
562949957091328,56,2,1,562949957091328,0,0,0,NONE
562949957222400,58,2,1,562949957222400,23,0,0,NONE
562949957615616,64,2,1,562949957615616,17,0,0,NONE
562949957812224,67,2,1,562949957812224,0,0,0,NONE
562949957943296,69,2,1,562949957943296,1,0,0,NONE
562949958270976,74,2,1,562949958270976,228,0,0,NONE
562949958336512,75,2,1,562949958336512,166,0,0,NONE
562949958533120,78,2,1,562949958533120,0,0,0,NONE
562949959057408,86,2,1,562949959057408,0,0,0,NONE
562949959254016,89,2,1,562949959254016,0,0,0,NONE
562949959319552,90,2,1,562949959319552,98,0,0,NONE
562949959385088,91,2,1,562949959385088,100,0,0,NONE
562949959516160,93,2,1,562949959516160,19,0,0,NONE
562949959647232,95,2,1,562949959647232,0,0,0,NONE
562949959712768,96,2,1,562949959712768,0,0,0,NONE
562949959778304,97,2,1,562949959778304,3,0,0,NONE
562949959843840,98,2,1,562949959843840,30,0,0,NONE
844424931246080,17,3,1,844424931246080,0,0,0,NONE
844424931901440,27,3,1,844424931901440,14,0,0,NONE
844424931966976,28,3,1,844424931966976,0,0,0,NONE
844424932360192,34,3,1,844424932360192,2489,0,0,NONE
844424932884480,42,3,1,844424932884480,0,0,0,NONE
844424933146624,46,3,1,844424933146624,0,0,0,NONE
844424933408768,50,3,1,844424933408768,34,0,0,NONE
844424934522880,67,3,1,844424934522880,0,0,0,NONE
844424934653952,69,3,1,844424934653952,1,0,0,NONE
844424935768064,86,3,1,844424935768064,0,0,0,NONE
844424936357888,95,3,1,844424936357888,0,0,0,NONE
844424936423424,96,3,1,844424936423424,0,0,0,NONE
1125899909070848,34,4,1,1125899909070848,2489,0,0,NONE
1125899909857280,46,4,1,1125899909857280,0,0,0,NONE
72057594038386688,2073058421,1,1,72057594038386688,0,0,0,NONE
72057594038452224,2073058421,2,1,72057594038452224,0,0,0,NONE
72057594038583296,2089058478,1,1,72057594038583296,0,0,0,NONE
72057594038648832,2089058478,2,1,72057594038648832,0,0,0,NONE
72057594038714368,1993058136,1,1,72057594038714368,0,0,0,NONE
72057594038779904,1993058136,2,1,72057594038779904,0,0,0,NONE
72057594038845440,2025058250,1,1,72057594038845440,0,0,0,NONE
72057594038910976,2025058250,2,1,72057594038910976,0,0,0,NONE
72057594038976512,2057058364,1,1,72057594038976512,0,0,0,NONE
72057594039042048,2057058364,2,1,72057594039042048,0,0,0,NONE
72057594039173120,2105058535,1,1,72057594039173120,0,0,0,NONE
72057594040418304,101575400,1,1,72057594040418304,0,0,0,NONE
72057594040483840,101575400,2,1,72057594040483840,0,0,0,NONE
72057594040614912,117575457,1,1,72057594040614912,0,0,0,NONE
72057594040680448,117575457,2,1,72057594040680448,0,0,0,NONE
72057594040745984,117575457,3,1,72057594040745984,0,0,0,NONE
72057594040877056,133575514,1,1,72057594040877056,0,0,0,NONE
72057594040942592,133575514,2,1,72057594040942592,0,0,0,NONE
72057594041008128,149575571,0,1,72057594041008128,0,0,0,NONE
72057594041073664,149575571,2,1,72057594041073664,0,0,0,NONE
72057594041204736,165575628,1,1,72057594041204736,0,0,0,NONE
72057594041270272,165575628,2,1,72057594041270272,0,0,0,NONE
72057594041401344,181575685,1,1,72057594041401344,0,0,0,NONE
72057594041466880,181575685,2,1,72057594041466880,0,0,0,NONE
72057594041597952,197575742,1,1,72057594041597952,0,0,0,NONE
72057594041663488,197575742,2,1,72057594041663488,0,0,0,NONE
72057594041794560,213575799,1,1,72057594041794560,0,0,0,NONE
72057594041860096,213575799,2,1,72057594041860096,0,0,0,NONE
72057594041991168,229575856,1,1,72057594041991168,0,0,0,NONE
72057594042056704,229575856,2,1,72057594042056704,0,0,0,NONE
72057594042187776,245575913,1,1,72057594042187776,0,0,0,NONE
72057594042318848,261575970,1,1,72057594042318848,0,0,0,NONE
72057594042384384,261575970,2,1,72057594042384384,0,0,0,NONE
72057594042515456,277576027,1,1,72057594042515456,0,0,0,NONE
72057594042580992,277576027,2,1,72057594042580992,0,0,0,NONE
72057594042712064,293576084,1,1,72057594042712064,0,0,0,NONE
72057594042777600,293576084,2,1,72057594042777600,0,0,0,NONE
72057594042843136,565577053,0,1,72057594042843136,0,0,0,NONE
72057594042908672,581577110,0,1,72057594042908672,0,0,0,NONE
72057594042974208,885578193,1,1,72057594042974208,3,0,0,NONE
72057594043105280,981578535,1,1,72057594043105280,8,0,0,NONE
72057594043170816,1045578763,1,1,72057594043170816,3,0,0,NONE
72057594043236352,1093578934,1,1,72057594043236352,7,0,0,NONE
72057594043301888,1141579105,1,1,72057594043301888,5,0,0,NONE
72057594043367424,1173579219,1,1,72057594043367424,4,0,0,NONE
72057594043432960,1237579447,1,1,72057594043432960,6,0,0,NONE
72057594043498496,1285579618,1,1,72057594043498496,1,0,0,NONE
72057594043564032,1349579846,1,1,72057594043564032,0,0,0,NONE
72057594043629568,1397580017,1,1,72057594043629568,0,0,0,NONE
72057594043695104,1461580245,1,1,72057594043695104,0,0,0,NONE
72057594044416000,546100986,0,1,72057594044416000,1,0,0,NONE
