master,1,,0x01,2003-04-08 09:13:36.390,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00000000-0000-0000-0000-000000000000,0,0,NOTHING,0,0,0,0,,,,,,,,,,,0,NONE,0,0,DISABLED,0,0,0,1,0
tempdb,2,,0x01,2019-11-19 06:22:52.650,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0E7FA998-68E7-4C88-8637-96D75972D644,1,0,NOTHING,0,0,0,0,,,,,,,,,,,0,NONE,60,0,DISABLED,0,0,0,0,0
model,3,,0x01,2003-04-08 09:13:36.390,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000-0000-0000-0000-000000000000,0,0,NOTHING,0,0,0,0,,,,,,,,,,,0,NONE,60,0,DISABLED,0,0,0,1,0
msdb,4,,0x01,2019-09-13 17:54:31.883,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,035CD1EA-A4E9-4C49-A26E-729F5F754DB5,1,0,NOTHING,0,0,0,0,,,,,,,,,,,0,NONE,60,0,DISABLED,0,0,0,1,1
TestDB,5,,0x01,2019-11-09 14:38:45.207,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8F5CD8B7-A325-45BD-9FA7-40C4A8DB5767,1,0,NOTHING,0,0,0,0,,,,,,,,,,,0,NONE,60,0,DISABLED,0,0,0,0,1
SchoolManagement,6,,0x01,2019-11-10 10:51:31.997,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3F10D4C2-468C-4296-A33D-96A166366E30,1,0,NOTHING,0,0,0,0,,,,,,,,,,,0,NONE,60,0,DISABLED,0,0,0,0,1
