281474980380672	1	IN_ROW_DATA	281474980380672	1	0	0	0
281474980446208	1	IN_ROW_DATA	281474980446208	1	0	0	0
281474980577280	1	IN_ROW_DATA	281474980577280	1	0	0	0
281474980642816	1	IN_ROW_DATA	281474980642816	1	33	28	26
281474980904960	1	IN_ROW_DATA	281474980904960	1	2	2	1
281474980970496	1	IN_ROW_DATA	281474980970496	1	0	0	0
281474981560320	1	IN_ROW_DATA	281474981560320	1	2	2	1
281474981625856	1	IN_ROW_DATA	281474981625856	1	2	2	1
281474981888000	1	IN_ROW_DATA	281474981888000	1	0	0	0
281474981953536	1	IN_ROW_DATA	281474981953536	1	0	0	0
281474982084608	1	IN_ROW_DATA	281474982084608	1	0	0	0
281474982215680	1	IN_ROW_DATA	281474982215680	1	0	0	0
281474982281216	1	IN_ROW_DATA	281474982281216	1	0	0	0
281474982346752	1	IN_ROW_DATA	281474982346752	1	0	0	0
281474982412288	1	IN_ROW_DATA	281474982412288	1	0	0	0
281474982543360	1	IN_ROW_DATA	281474982543360	1	0	0	0
281474983133184	1	IN_ROW_DATA	281474983133184	1	9	2	1
562949953880064	1	IN_ROW_DATA	562949953880064	1	2	2	1
562949954535424	1	IN_ROW_DATA	562949954535424	1	0	0	0
562949954600960	1	IN_ROW_DATA	562949954600960	1	0	0	0
562949955190784	1	IN_ROW_DATA	562949955190784	1	2	2	1
562949955256320	1	IN_ROW_DATA	562949955256320	1	0	0	0
562949955649536	1	IN_ROW_DATA	562949955649536	1	33	30	28
562949955780608	1	IN_ROW_DATA	562949955780608	1	0	0	0
562949955911680	1	IN_ROW_DATA	562949955911680	1	0	0	0
562949956042752	1	IN_ROW_DATA	562949956042752	1	0	0	0
562949956108288	1	IN_ROW_DATA	562949956108288	1	17	12	10
562949956173824	1	IN_ROW_DATA	562949956173824	1	0	0	0
562949956239360	1	IN_ROW_DATA	562949956239360	1	0	0	0
562949956304896	1	IN_ROW_DATA	562949956304896	1	2	2	1
562949956698112	1	IN_ROW_DATA	562949956698112	1	2	2	1
562949956763648	1	IN_ROW_DATA	562949956763648	1	0	0	0
562949956960256	1	IN_ROW_DATA	562949956960256	1	10	4	2
562949957025792	1	IN_ROW_DATA	562949957025792	1	10	4	2
562949957091328	1	IN_ROW_DATA	562949957091328	1	0	0	0
562949957615616	1	IN_ROW_DATA	562949957615616	1	2	2	1
562949958270976	1	IN_ROW_DATA	562949958270976	1	2	2	1
562949958336512	1	IN_ROW_DATA	562949958336512	1	2	2	1
562949959057408	1	IN_ROW_DATA	562949959057408	1	0	0	0
562949959254016	1	IN_ROW_DATA	562949959254016	1	0	0	0
562949959843840	1	IN_ROW_DATA	562949959843840	1	9	2	1
844424931246080	1	IN_ROW_DATA	844424931246080	1	0	0	0
844424931901440	1	IN_ROW_DATA	844424931901440	1	2	2	1
844424931966976	1	IN_ROW_DATA	844424931966976	1	0	0	0
844424932360192	1	IN_ROW_DATA	844424932360192	1	33	28	26
844424932884480	1	IN_ROW_DATA	844424932884480	1	0	0	0
844424933408768	1	IN_ROW_DATA	844424933408768	1	2	2	1
844424935768064	1	IN_ROW_DATA	844424935768064	1	0	0	0
1125899909070848	1	IN_ROW_DATA	1125899909070848	1	7	7	5
71776119065149440	2	LOB_DATA	281474980642816	1	9	6	0
72057594037993472	1	IN_ROW_DATA	281474980511744	1	2	2	1
72057594038059008	1	IN_ROW_DATA	562949957222400	1	2	2	1
72057594038190080	1	IN_ROW_DATA	281474983067648	1	2	2	1
72057594038255616	1	IN_ROW_DATA	562949959778304	1	2	2	1
72057594038386688	1	IN_ROW_DATA	281474981822464	1	0	0	0
72057594038452224	1	IN_ROW_DATA	562949958533120	1	0	0	0
72057594038583296	1	IN_ROW_DATA	281474982608896	1	2	2	1
72057594038648832	1	IN_ROW_DATA	562949959319552	1	2	2	1
72057594038779904	1	IN_ROW_DATA	281474982674432	1	2	2	1
72057594038845440	1	IN_ROW_DATA	562949959385088	1	2	2	1
72057594038976512	1	IN_ROW_DATA	281474982739968	1	2	2	1
72057594039107584	1	IN_ROW_DATA	281474982805504	1	2	2	1
72057594039173120	1	IN_ROW_DATA	562949959516160	1	2	2	1
72057594039304192	1	IN_ROW_DATA	281474981101568	1	0	0	0
72057594039369728	1	IN_ROW_DATA	562949957812224	1	0	0	0
72057594039435264	1	IN_ROW_DATA	844424934522880	1	0	0	0
72057594039566336	1	IN_ROW_DATA	281474981363712	1	0	0	0
72057594039697408	1	IN_ROW_DATA	281474981232640	1	2	2	1
72057594039762944	1	IN_ROW_DATA	562949957943296	1	2	2	1
72057594039828480	1	IN_ROW_DATA	844424934653952	1	2	2	1
72057594039959552	2	LOB_DATA	281474981167104	1	0	0	0
72057594040025088	1	IN_ROW_DATA	281474981167104	1	0	0	0
72057594040156160	1	IN_ROW_DATA	281474981429248	1	0	0	0
72057594040287232	1	IN_ROW_DATA	281474981494784	1	0	0	0
72057594040418304	2	LOB_DATA	281474982871040	1	0	0	0
72057594040483840	1	IN_ROW_DATA	281474982871040	1	0	0	0
72057594040614912	2	LOB_DATA	281474979725312	1	0	0	0
72057594040680448	1	IN_ROW_DATA	281474979725312	1	0	0	0
72057594040745984	1	IN_ROW_DATA	562949956435968	1	0	0	0
72057594040811520	1	IN_ROW_DATA	844424933146624	1	0	0	0
72057594040877056	1	IN_ROW_DATA	1125899909857280	1	0	0	0
72057594041008128	2	LOB_DATA	281474982936576	1	0	0	0
72057594041073664	1	IN_ROW_DATA	281474982936576	1	0	0	0
72057594041139200	1	IN_ROW_DATA	562949959647232	1	0	0	0
72057594041204736	1	IN_ROW_DATA	844424936357888	1	0	0	0
72057594041335808	1	IN_ROW_DATA	281474983002112	1	0	0	0
72057594041401344	1	IN_ROW_DATA	562949959712768	1	0	0	0
72057594041466880	1	IN_ROW_DATA	844424936423424	1	0	0	0
72057594041663488	2	LOB_DATA	72057594038714368	1	0	0	0
72057594041925632	2	LOB_DATA	72057594038845440	1	0	0	0
72057594042187776	2	LOB_DATA	72057594038976512	1	0	0	0
72057594042384384	1	IN_ROW_DATA	72057594038386688	1	0	0	0
72057594042449920	1	IN_ROW_DATA	72057594038452224	1	0	0	0
72057594042580992	1	IN_ROW_DATA	72057594038583296	1	0	0	0
72057594042646528	1	IN_ROW_DATA	72057594038648832	1	0	0	0
72057594042712064	2	LOB_DATA	281474983002112	1	0	0	0
72057594042777600	1	IN_ROW_DATA	72057594038714368	1	0	0	0
72057594042843136	3	ROW_OVERFLOW_DATA	72057594038714368	1	0	0	0
72057594042908672	1	IN_ROW_DATA	72057594038779904	1	0	0	0
72057594042974208	1	IN_ROW_DATA	72057594038845440	1	0	0	0
72057594043039744	3	ROW_OVERFLOW_DATA	72057594038845440	1	0	0	0
72057594043105280	1	IN_ROW_DATA	72057594038910976	1	0	0	0
72057594043170816	1	IN_ROW_DATA	72057594038976512	1	0	0	0
72057594043236352	3	ROW_OVERFLOW_DATA	72057594038976512	1	0	0	0
72057594043301888	1	IN_ROW_DATA	72057594039042048	1	0	0	0
72057594043367424	2	LOB_DATA	281474982412288	1	0	0	0
72057594043498496	1	IN_ROW_DATA	72057594039173120	1	0	0	0
72057594043564032	2	LOB_DATA	281474977300480	1	0	0	0
72057594045202432	1	IN_ROW_DATA	281474980773888	1	0	0	0
72057594045267968	1	IN_ROW_DATA	281474980839424	1	0	0	0
72057594045399040	1	IN_ROW_DATA	72057594040418304	1	0	0	0
72057594045464576	1	IN_ROW_DATA	72057594040483840	1	0	0	0
72057594045661184	2	LOB_DATA	72057594040614912	1	0	0	0
72057594045726720	1	IN_ROW_DATA	72057594040614912	1	0	0	0
72057594045792256	3	ROW_OVERFLOW_DATA	72057594040614912	1	0	0	0
72057594045857792	1	IN_ROW_DATA	72057594040680448	1	0	0	0
72057594045923328	1	IN_ROW_DATA	72057594040745984	1	0	0	0
72057594046119936	1	IN_ROW_DATA	72057594040877056	1	0	0	0
72057594046185472	3	ROW_OVERFLOW_DATA	72057594040877056	1	0	0	0
72057594046251008	1	IN_ROW_DATA	72057594040942592	1	0	0	0
72057594046316544	1	IN_ROW_DATA	72057594041008128	1	0	0	0
72057594046382080	2	LOB_DATA	72057594041008128	1	0	0	0
72057594046447616	1	IN_ROW_DATA	72057594041073664	1	0	0	0
72057594046513152	2	LOB_DATA	281474979332096	1	0	0	0
72057594046709760	2	LOB_DATA	72057594041204736	1	0	0	0
72057594046775296	1	IN_ROW_DATA	72057594041204736	1	0	0	0
72057594046840832	3	ROW_OVERFLOW_DATA	72057594041204736	1	0	0	0
72057594046906368	1	IN_ROW_DATA	72057594041270272	1	0	0	0
72057594047037440	1	IN_ROW_DATA	72057594041401344	1	0	0	0
72057594047102976	1	IN_ROW_DATA	72057594041466880	1	0	0	0
72057594047299584	2	LOB_DATA	72057594041597952	1	0	0	0
72057594047365120	1	IN_ROW_DATA	72057594041597952	1	0	0	0
72057594047430656	3	ROW_OVERFLOW_DATA	72057594041597952	1	0	0	0
72057594047496192	1	IN_ROW_DATA	72057594041663488	1	0	0	0
72057594047627264	1	IN_ROW_DATA	72057594041794560	1	0	0	0
72057594047692800	1	IN_ROW_DATA	72057594041860096	1	0	0	0
72057594047823872	2	LOB_DATA	72057594041991168	1	0	0	0
72057594047889408	1	IN_ROW_DATA	72057594041991168	1	0	0	0
72057594047954944	1	IN_ROW_DATA	72057594042056704	1	0	0	0
72057594048086016	1	IN_ROW_DATA	72057594042187776	1	0	0	0
72057594048282624	2	LOB_DATA	72057594042318848	1	0	0	0
72057594048348160	1	IN_ROW_DATA	72057594042318848	1	0	0	0
72057594048413696	3	ROW_OVERFLOW_DATA	72057594042318848	1	0	0	0
72057594048479232	1	IN_ROW_DATA	72057594042384384	1	0	0	0
72057594048675840	2	LOB_DATA	72057594042515456	1	0	0	0
72057594048741376	1	IN_ROW_DATA	72057594042515456	1	0	0	0
72057594048806912	3	ROW_OVERFLOW_DATA	72057594042515456	1	0	0	0
72057594048872448	1	IN_ROW_DATA	72057594042580992	1	0	0	0
72057594049003520	1	IN_ROW_DATA	72057594042712064	1	0	0	0
72057594049069056	1	IN_ROW_DATA	72057594042777600	1	0	0	0
72057594049134592	1	IN_ROW_DATA	72057594042843136	1	0	0	0
72057594049200128	3	ROW_OVERFLOW_DATA	72057594042843136	1	0	0	0
72057594049265664	1	IN_ROW_DATA	72057594042908672	1	0	0	0
72057594049331200	3	ROW_OVERFLOW_DATA	72057594042908672	1	0	0	0
72057594049396736	1	IN_ROW_DATA	72057594042974208	1	9	2	1
72057594049527808	1	IN_ROW_DATA	72057594043105280	1	9	2	1
72057594049593344	1	IN_ROW_DATA	72057594043170816	1	9	2	1
72057594049658880	1	IN_ROW_DATA	72057594043236352	1	9	2	1
72057594049724416	1	IN_ROW_DATA	72057594043301888	1	9	2	1
72057594049789952	1	IN_ROW_DATA	72057594043367424	1	9	2	1
72057594049855488	1	IN_ROW_DATA	72057594043432960	1	9	2	1
72057594049921024	1	IN_ROW_DATA	72057594043498496	1	9	2	1
72057594049986560	1	IN_ROW_DATA	72057594043564032	1	0	0	0
72057594050052096	1	IN_ROW_DATA	72057594043629568	1	0	0	0
72057594050117632	1	IN_ROW_DATA	72057594043695104	1	0	0	0
72057594050707456	1	IN_ROW_DATA	72057594044416000	1	9	2	1
