65536,system_health,S,ALLOW_SINGLE_EVENT_LOSS,120000,4096,0,G,NONE,0,1
65537,AlwaysOn_health,S,ALLOW_SINGLE_EVENT_LOSS,30000,4096,0,G,NONE,0,0
65556,telemetry_xevents,S,ALLOW_SINGLE_EVENT_LOSS,120000,4096,0,G,NONE,0,1
