0x0000000BFD05C080	SOS_StackFramesStore	CACHESTORE_STACKFRAMES	0x0000000BFD05E390	0x0000000BFD05E2D0	2	0	0	0	0	0	0x0000000BFD05E040	0		1	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE7970D00	0x0000000BE7972150	3	0	0	0	1	1	0x0000000BE7972060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE445BAE0	0x0000000BE447C150	1	0	0	0	1	1	0x0000000BE447C060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE445B360	0x0000000BE622E150	1	0	0	0	2	2	0x0000000BE622E060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE445ABE0	0x0000000BE863C150	1	0	0	0	2	2	0x0000000BE863C060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE4423E40	0x0000000BE4406150	1	0	0	0	2	2	0x0000000BE4406060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE4423C90	0x0000000BE4464150	1	0	0	0	2	2	0x0000000BE4464060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE8675DB0	0x0000000BE6302150	1	0	0	0	2	2	0x0000000BE6302060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE4423510	0x0000000BE4438150	1	0	0	0	2	2	0x0000000BE4438060	2		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE4422D90	0x0000000BE4420150	1	0	0	0	2	2	0x0000000BE4420060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE4422610	0x0000000BE442A150	1	0	0	0	2	2	0x0000000BE442A060	2		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE7970610	0x0000000BE7948150	1	0	0	0	2	2	0x0000000BE7948060	2		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE6357E40	0x0000000BE4426150	1	0	0	0	2	2	0x0000000BE4426060	2		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE63576C0	0x0000000BE440E150	1	0	0	0	2	2	0x0000000BE440E060	2		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE6356F40	0x0000000BE625E150	1	0	0	0	1	1	0x0000000BE625E060	2		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE8675C00	0x0000000BE628A150	1	0	0	0	0	0	0x0000000BE628A060	2		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE63567C0	0x0000000BE6304150	1	0	0	0	2	2	0x0000000BE6304060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE6356040	0x0000000BE6342150	1	0	0	0	2	2	0x0000000BE6342060	3		2	0	0	0	0	0	0
0x0000000BFDE24CD0	SQL Plans	CACHESTORE_SQLCP	0x0000000BE6279810	0x0000000BE6346150	1	0	0	0	2	2	0x0000000BE6346060	2		2	0	0	0	0	0	0
