3,1,1,1,1,0,0,0
3,1,2,3,2,0,0,0
5,1,1,1,1,0,0,0
6,1,1,1,1,0,0,0
6,1,2,2,2,0,0,0
6,1,3,3,3,0,0,0
6,1,4,4,4,0,0,0
6,1,5,5,5,0,0,0
6,1,6,6,6,0,0,0
7,1,1,1,1,0,0,0
7,2,1,3,1,0,0,0
7,2,2,2,2,0,0,0
7,2,3,1,3,0,0,0
9,1,1,1,1,0,0,0
9,1,2,2,2,0,0,0
9,1,3,3,3,0,0,0
9,1,4,4,4,0,0,0
17,1,1,1,1,0,0,0
17,2,1,3,1,0,0,0
17,2,2,4,2,0,0,0
17,2,3,5,3,0,0,0
17,2,4,6,0,0,0,1
17,3,1,2,1,0,0,0
18,1,1,1,1,0,0,0
18,1,2,2,2,0,0,0
18,2,1,1,1,0,0,0
18,2,2,4,2,0,0,0
18,2,3,5,3,0,0,0
19,1,1,1,1,0,0,0
19,1,2,2,2,0,0,0
19,1,3,3,3,0,0,0
19,1,4,4,4,0,0,0
20,1,1,1,1,0,0,0
20,1,2,2,2,0,0,0
21,1,1,2,1,0,0,0
21,1,2,3,2,0,0,0
22,1,1,2,1,0,0,0
22,1,2,3,2,0,0,0
22,1,3,4,3,0,0,0
23,1,1,2,1,0,0,0
24,1,1,2,1,0,0,0
25,1,1,1,1,0,0,0
27,1,1,1,1,0,0,0
27,2,1,2,1,0,0,0
27,3,1,4,1,0,0,0
27,3,2,1,2,0,0,0
28,1,1,1,1,0,0,0
28,2,1,2,1,0,0,0
28,3,1,9,1,0,0,0
28,3,2,10,2,0,0,0
29,1,1,1,1,0,0,0
29,1,2,2,2,0,0,0
29,1,3,3,3,0,0,0
29,1,4,4,4,0,0,0
29,1,5,5,5,0,0,0
29,1,6,6,6,0,0,0
34,1,1,1,1,0,0,0
34,2,1,4,1,0,0,0
34,2,2,3,2,0,0,0
34,2,3,2,3,0,0,0
34,3,1,2,1,0,0,0
34,3,2,3,2,0,0,0
34,3,3,4,3,0,0,0
34,4,1,7,1,0,0,0
34,4,2,8,2,0,0,0
35,1,1,1,1,0,0,0
35,1,2,2,2,0,0,0
36,1,1,1,1,0,0,0
36,2,1,2,1,0,0,0
37,1,1,1,1,0,0,0
38,1,1,1,1,0,0,0
38,2,1,2,1,0,0,0
40,1,1,1,1,0,0,0
40,1,2,2,2,0,0,0
40,1,3,3,3,0,0,0
40,1,4,4,4,0,0,0
40,1,5,5,5,0,0,0
40,1,6,6,6,0,0,0
40,2,1,1,1,0,0,0
40,2,2,4,2,0,0,0
40,2,3,5,3,0,0,0
40,2,4,2,4,0,0,0
40,2,5,3,5,0,0,0
40,2,6,6,6,0,0,0
41,1,1,1,1,0,0,0
41,1,2,2,2,0,0,0
41,1,3,3,3,0,0,0
41,2,1,1,1,0,0,0
41,2,2,4,2,0,0,0
41,2,3,2,3,0,0,0
42,1,1,1,1,0,0,0
42,2,1,2,1,0,0,0
42,3,1,3,1,0,0,0
43,1,1,1,1,0,0,0
43,2,1,2,1,0,0,0
44,1,1,1,1,0,0,0
44,1,2,2,2,0,0,0
44,2,1,3,1,0,0,0
44,2,2,4,2,0,0,0
44,2,3,1,3,0,0,0
45,1,1,1,1,0,0,0
45,1,2,2,2,0,0,0
46,1,1,1,1,0,0,0
46,2,1,2,1,0,0,0
46,3,1,3,1,0,0,0
46,3,2,4,2,0,0,0
46,4,1,5,1,0,0,0
47,1,1,1,1,0,0,0
47,1,2,2,2,0,0,0
48,1,1,1,1,0,0,0
48,1,2,2,2,0,0,0
49,1,1,1,1,0,0,0
49,1,2,2,2,0,0,0
49,1,3,3,3,0,0,0
49,1,4,4,4,0,0,0
50,1,1,1,1,0,0,0
50,2,1,2,1,0,0,0
50,2,2,3,2,0,0,0
50,3,1,3,1,0,0,0
50,3,2,2,2,0,0,0
51,1,1,1,1,0,0,0
51,1,2,2,2,0,0,0
51,1,3,3,3,0,0,0
51,2,1,4,1,0,0,0
51,2,2,2,2,0,0,0
51,2,3,1,3,0,0,0
54,1,1,1,1,0,0,0
54,1,2,2,2,0,0,0
54,2,1,3,1,0,0,0
54,2,2,1,2,0,0,0
55,1,1,1,1,0,0,0
55,1,2,2,2,0,0,0
55,1,3,3,3,0,0,0
55,2,1,1,1,0,0,0
55,2,2,5,2,0,0,0
55,2,3,3,3,0,0,0
55,2,4,2,4,0,0,0
56,1,1,1,1,0,0,0
56,2,1,2,1,0,0,0
57,1,1,1,1,0,0,0
57,1,2,2,2,0,0,0
57,1,3,3,3,0,0,0
58,1,1,1,1,0,0,0
58,1,2,2,2,0,0,0
58,2,1,1,1,0,0,0
58,2,2,3,2,0,0,0
58,2,3,4,3,0,0,0
59,1,1,1,1,0,0,0
59,1,2,2,2,0,0,0
59,1,3,3,3,0,0,0
59,1,4,4,4,0,0,0
59,1,5,5,5,0,0,0
59,1,6,6,6,0,0,0
60,1,1,1,1,0,0,0
60,1,2,2,2,0,0,0
60,1,3,3,3,0,0,0
60,1,4,4,4,0,0,0
62,1,1,1,1,0,0,0
62,1,2,2,2,0,0,0
62,1,3,3,3,0,0,0
63,1,1,1,1,0,0,0
63,1,2,2,2,0,0,0
63,1,3,3,3,0,0,0
64,1,1,1,1,0,0,0
64,1,2,2,2,0,0,0
64,2,1,3,1,0,0,0
64,2,2,1,2,0,0,0
65,1,1,1,1,0,0,0
65,1,2,2,2,0,0,0
65,1,3,3,3,0,0,0
65,1,4,4,4,0,0,0
67,1,1,1,1,0,0,0
67,2,1,2,1,0,0,0
67,3,1,3,1,0,0,0
67,3,2,4,2,0,0,0
68,1,1,1,1,0,0,0
68,1,2,2,2,0,0,0
68,1,3,8,3,0,0,0
69,1,1,1,1,0,0,0
69,2,1,3,1,0,0,0
69,2,2,4,2,0,0,0
69,2,3,1,3,0,0,0
69,3,1,2,1,0,0,0
71,1,1,1,1,0,0,0
72,1,1,1,1,0,0,0
73,1,1,1,1,0,0,0
73,1,2,2,2,0,0,0
74,1,1,1,2,0,0,0
74,1,2,2,1,0,0,0
74,1,3,3,3,0,0,0
74,2,1,4,1,0,0,0
74,2,2,1,2,0,0,0
74,2,3,5,3,0,0,0
74,2,4,2,4,0,0,0
74,2,5,3,5,0,0,0
75,1,1,1,2,0,0,0
75,1,2,2,1,0,0,0
75,1,3,3,3,0,0,0
75,1,4,4,4,0,0,0
75,1,5,5,5,0,0,0
75,2,1,4,1,0,0,0
75,2,2,1,2,0,0,0
75,2,3,5,3,0,0,0
75,2,4,2,4,0,0,0
75,2,5,3,5,0,0,0
78,1,1,1,2,0,0,0
78,1,2,2,1,0,0,0
78,1,3,3,3,0,0,0
78,2,1,4,1,0,0,0
78,2,2,1,2,0,0,0
79,1,1,1,1,0,0,0
79,1,2,2,2,0,0,0
80,1,1,1,1,0,0,0
82,1,1,1,1,0,0,0
82,1,2,2,2,0,0,0
84,1,1,1,1,0,0,0
85,1,1,1,1,0,0,0
85,1,2,2,2,0,0,0
85,1,3,3,3,0,0,0
86,1,1,1,1,0,0,0
86,1,2,2,2,0,0,0
86,2,1,1,1,0,0,0
86,2,2,3,2,0,0,0
86,3,1,1,1,0,0,0
86,3,2,4,2,0,0,0
86,3,3,5,3,0,0,0
87,1,1,1,1,0,0,0
89,1,1,1,1,0,0,0
89,2,1,2,1,0,0,0
89,2,2,3,2,0,0,0
89,2,3,4,3,0,0,0
90,1,1,1,1,0,0,0
90,1,2,2,2,0,0,0
90,1,3,3,3,0,0,0
90,2,1,3,1,0,0,0
91,1,1,1,1,0,0,0
91,2,1,2,1,0,0,0
91,2,2,3,2,0,0,0
91,2,3,4,3,0,0,0
91,2,4,5,4,0,0,0
91,2,5,6,5,0,0,0
91,2,6,7,6,0,0,0
92,1,1,1,1,0,0,0
92,1,2,2,2,0,0,0
93,1,1,1,1,0,0,0
93,1,2,2,2,0,0,0
93,2,1,3,1,0,0,0
93,2,2,1,2,0,0,0
93,2,3,2,3,0,0,0
94,1,1,1,1,0,0,0
94,1,2,2,2,0,0,0
94,1,3,3,3,0,0,0
95,1,1,1,1,0,0,0
95,2,1,2,1,0,0,0
95,3,1,3,1,0,0,0
96,1,1,1,1,0,0,0
96,2,1,2,1,0,0,0
96,3,1,3,1,0,0,0
96,3,2,4,2,0,0,0
96,3,3,5,3,0,0,0
96,3,4,1,4,0,0,0
97,1,1,1,1,0,0,0
97,1,2,2,2,0,0,0
97,1,3,3,3,0,0,0
97,2,1,4,1,0,0,0
97,2,2,2,2,0,0,0
97,2,3,1,3,0,0,0
98,1,1,1,2,0,0,0
98,1,2,2,1,0,0,0
98,1,3,3,5,0,0,0
98,1,4,4,3,0,0,0
98,1,5,5,4,0,0,0
98,1,6,8,6,0,0,0
98,2,1,4,1,0,0,0
98,2,2,5,2,0,0,0
98,2,3,3,3,0,0,0
98,2,4,2,4,0,0,0
98,2,5,1,5,0,0,0
98,2,6,8,6,0,0,0
101575400,1,1,1,1,0,0,0
101575400,2,1,2,1,0,0,0
117575457,1,1,1,1,0,0,0
117575457,1,2,2,2,0,0,0
117575457,2,1,1,1,0,0,0
117575457,2,2,3,2,0,0,0
117575457,3,1,25,1,0,0,0
133575514,1,1,1,1,0,0,0
133575514,2,1,2,1,0,0,0
149575571,2,1,4,1,0,0,0
149575571,2,2,3,2,0,0,0
165575628,1,1,1,1,0,0,0
165575628,2,1,3,1,0,0,0
181575685,1,1,1,1,0,0,0
181575685,2,1,2,1,0,0,0
181575685,2,2,3,2,0,0,0
197575742,1,1,1,1,0,0,0
197575742,2,1,2,1,0,1,0
213575799,1,1,2,1,0,0,0
213575799,1,2,3,2,0,0,0
213575799,1,3,4,3,0,0,0
213575799,2,1,1,1,0,0,0
229575856,1,1,1,1,0,0,0
229575856,2,1,3,1,0,0,0
245575913,1,1,1,1,0,1,0
261575970,1,1,1,1,0,0,0
261575970,2,1,1,1,0,0,0
277576027,1,1,1,1,0,0,0
277576027,2,1,3,1,0,0,0
293576084,1,1,2,1,0,0,0
293576084,1,2,3,2,0,0,0
293576084,1,3,4,3,0,0,0
293576084,1,4,5,4,0,0,0
293576084,2,1,1,1,0,0,0
885578193,1,1,1,1,0,0,0
981578535,1,1,1,1,0,0,0
1045578763,1,1,1,1,0,0,0
1093578934,1,1,1,1,0,0,0
1141579105,1,1,1,1,0,0,0
1173579219,1,1,1,1,0,0,0
1237579447,1,1,1,1,0,0,0
1285579618,1,1,1,1,0,0,0
1349579846,1,1,1,1,0,0,0
1397580017,1,1,1,1,0,0,0
1461580245,1,1,1,1,0,0,0
1993058136,1,1,1,1,0,0,0
1993058136,1,2,2,3,0,0,0
1993058136,1,3,3,5,0,0,0
1993058136,1,4,4,2,0,0,0
1993058136,1,5,5,4,0,0,0
1993058136,2,1,1,1,0,0,0
1993058136,2,2,2,2,0,0,0
1993058136,2,3,3,3,0,0,0
1993058136,2,4,4,4,0,0,0
1993058136,2,5,5,5,0,0,0
1993058136,2,6,9,6,0,0,0
2025058250,1,1,1,1,0,0,0
2025058250,1,2,2,3,0,0,0
2025058250,1,3,3,5,0,0,0
2025058250,1,4,4,2,0,0,0
2025058250,1,5,5,4,0,0,0
2025058250,2,1,1,1,0,0,0
2025058250,2,2,2,2,0,0,0
2025058250,2,3,3,3,0,0,0
2025058250,2,4,4,4,0,0,0
2025058250,2,5,5,5,0,0,0
2025058250,2,6,9,6,0,0,0
2057058364,1,1,1,1,0,0,0
2057058364,1,2,2,3,0,0,0
2057058364,1,3,3,5,0,0,0
2057058364,1,4,4,2,0,0,0
2057058364,1,5,5,4,0,0,0
2057058364,2,1,1,1,0,0,0
2057058364,2,2,2,2,0,0,0
2057058364,2,3,3,3,0,0,0
2057058364,2,4,4,4,0,0,0
2057058364,2,5,5,5,0,0,0
2057058364,2,6,9,6,0,0,0
2073058421,1,1,1,1,0,0,0
2073058421,1,2,2,2,0,0,0
2073058421,1,3,3,3,0,0,0
2073058421,2,1,4,1,0,0,0
2073058421,2,2,5,2,0,0,0
2073058421,2,3,6,3,0,0,0
2073058421,2,4,1,4,0,0,0
2073058421,2,5,2,5,0,0,0
2073058421,2,6,3,6,0,0,0
2089058478,1,1,1,1,0,0,0
2089058478,1,2,2,2,0,0,0
2089058478,2,1,2,1,0,0,0
2089058478,2,2,6,0,0,0,1
2105058535,1,1,1,1,0,0,0
2105058535,1,2,2,2,0,0,0
2105058535,1,3,3,3,0,0,0
2105058535,1,4,4,4,0,0,0
2105058535,1,5,5,5,0,0,0
