3,clst,1,0,0,0,0,,0,0
5,clust,1,0,0,0,0,,0,0
5,_WA_Sys_00000002_00000005,17,1,0,0,0,,0,0
5,_WA_Sys_00000003_00000005,18,1,0,0,0,,0,0
5,_WA_Sys_00000004_00000005,19,1,0,0,0,,0,0
5,_WA_Sys_00000005_00000005,20,1,0,0,0,,0,0
5,_WA_Sys_00000006_00000005,21,1,0,0,0,,0,0
5,_WA_Sys_00000009_00000005,22,1,0,0,0,,0,0
6,clst,1,0,0,0,0,,0,0
7,clust,1,0,0,0,0,,0,0
7,nc,2,0,0,0,0,,0,0
7,_WA_Sys_00000002_00000007,17,1,0,0,0,,0,0
9,clst,1,0,0,0,0,,0,0
17,cl,1,0,0,0,0,,0,0
17,nc,2,0,0,0,0,,0,0
17,nc2,3,0,0,0,0,,0,0
18,cl,1,0,0,0,0,,0,0
18,nc1,2,0,0,0,0,,0,0
19,cl,1,0,0,0,0,,0,0
20,clst,1,0,0,0,0,,0,0
21,cl,1,0,0,0,0,,0,0
22,clst,1,0,0,0,0,,0,0
23,cl,1,0,0,0,0,,0,0
24,clst,1,0,0,0,0,,0,0
24,_WA_Sys_00000006_00000018,17,1,0,0,0,,0,0
24,_WA_Sys_00000005_00000018,18,1,0,0,0,,0,0
24,_WA_Sys_00000003_00000018,19,1,0,0,0,,0,0
24,_WA_Sys_0000000B_00000018,20,1,0,0,0,,0,0
24,_WA_Sys_0000000E_00000018,21,1,0,0,0,,0,0
25,clst,1,0,0,0,0,,0,0
27,clst,1,0,0,0,0,,0,0
27,nc1,2,0,0,0,0,,0,0
27,nc2,3,0,0,0,0,,0,0
27,_WA_Sys_00000003_0000001B,17,1,0,0,0,,0,0
27,_WA_Sys_00000005_0000001B,18,1,0,0,0,,0,0
27,_WA_Sys_0000000A_0000001B,19,1,0,0,0,,0,0
28,clst,1,0,0,0,0,,0,0
28,nc1,2,0,0,0,0,,0,0
28,nc2,3,0,0,0,0,,0,0
29,clust,1,0,0,0,0,,0,0
29,_WA_Sys_00000004_0000001D,17,1,0,0,0,,0,0
29,_WA_Sys_00000005_0000001D,18,1,0,0,0,,0,0
29,_WA_Sys_00000003_0000001D,19,1,0,0,0,,0,0
29,_WA_Sys_00000007_0000001D,20,1,0,0,0,,0,0
29,_WA_Sys_00000006_0000001D,21,1,0,0,0,,0,0
29,_WA_Sys_00000002_0000001D,22,1,0,0,0,,0,0
34,clst,1,0,0,0,0,,0,0
34,nc1,2,0,0,0,0,,0,0
34,nc2,3,0,0,0,0,,0,0
34,nc3,4,0,0,0,0,,0,0
34,_WA_Sys_00000006_00000022,17,1,0,0,0,,0,0
34,_WA_Sys_00000008_00000022,18,1,0,0,0,,0,0
34,_WA_Sys_00000005_00000022,19,1,0,0,0,,0,0
34,_WA_Sys_0000000C_00000022,20,1,0,0,0,,0,0
34,_WA_Sys_00000003_00000022,21,1,0,0,0,,0,0
34,_WA_Sys_0000000B_00000022,22,1,0,0,0,,0,0
34,_WA_Sys_00000009_00000022,23,1,0,0,0,,0,0
35,clust,1,0,0,0,0,,0,0
36,clidx1,1,0,0,0,0,,0,0
36,ncidx1,2,0,0,0,0,,0,0
37,clidx1,1,0,0,0,0,,0,0
38,clidx1,1,0,0,0,0,,0,0
38,ncidx1,2,0,0,0,0,,0,0
40,clust,1,0,0,0,0,,0,0
40,nc1,2,0,0,0,0,,0,0
41,clst,1,0,0,0,0,,0,0
41,nc,2,0,0,0,0,,0,0
41,_WA_Sys_00000002_00000029,17,1,0,0,0,,0,0
41,_WA_Sys_00000003_00000029,18,1,0,0,0,,0,0
41,_WA_Sys_00000005_00000029,19,1,0,0,0,,0,0
41,_WA_Sys_00000006_00000029,20,1,0,0,0,,0,0
41,_WA_Sys_0000000A_00000029,21,1,0,0,0,,0,0
41,_WA_Sys_0000000B_00000029,22,1,0,0,0,,0,0
41,_WA_Sys_00000004_00000029,23,1,0,0,0,,0,0
41,_WA_Sys_0000000D_00000029,24,1,0,0,0,,0,0
42,cl,1,0,0,0,0,,0,0
42,nc1,2,0,0,0,0,,0,0
42,nc2,3,0,0,0,0,,0,0
43,cl,1,0,0,0,0,,0,0
43,nc1,2,0,0,0,0,,0,0
44,clst,1,0,0,0,0,,0,0
44,nc,2,0,0,0,0,,0,0
44,_WA_Sys_00000002_0000002C,17,1,0,0,0,,0,0
45,clst,1,0,0,0,0,,0,0
46,cl,1,0,0,0,0,,0,0
46,nc1,2,0,0,0,0,,0,0
46,nc2,3,0,0,0,0,,0,0
46,nc3,4,0,0,0,0,,0,0
47,cl,1,0,0,0,0,,0,0
48,cl,1,0,0,0,0,,0,0
49,clust,1,0,0,0,0,,0,0
50,clst,1,0,0,0,0,,0,0
50,nc1,2,0,0,0,0,,0,0
50,nc2,3,0,0,0,0,,0,0
50,_WA_Sys_00000004_00000032,17,1,0,0,0,,0,0
50,_WA_Sys_0000000D_00000032,18,1,0,0,0,,0,0
51,clst,1,0,0,0,0,,0,0
51,nc,2,0,0,0,0,,0,0
54,clst,1,0,0,0,0,,0,0
54,nc,2,0,0,0,0,,0,0
54,_WA_Sys_00000002_00000036,17,1,0,0,0,,0,0
54,_WA_Sys_00000004_00000036,18,1,0,0,0,,0,0
54,_WA_Sys_00000005_00000036,19,1,0,0,0,,0,0
54,_WA_Sys_00000007_00000036,20,1,0,0,0,,0,0
54,_WA_Sys_00000008_00000036,21,1,0,0,0,,0,0
