46,21,Begin,0
164,21,Begin,0
47,21,Begin,0
46,21,Commit,1
164,21,Commit,1
47,21,Commit,1
46,21,Rollback,2
164,21,Rollback,2
47,21,Rollback,2
59,21,Resource type Lock,101
59,21,Resource type Exchange,102
59,32,NULL,0
23,32,NULL,0
24,32,NULL,0
25,32,NULL,0
26,32,NULL,0
27,32,NULL,0
60,32,NULL,0
189,32,NULL,0
137,32,NULL,0
59,32,Sch-S,1
23,32,Sch-S,1
24,32,Sch-S,1
25,32,Sch-S,1
26,32,Sch-S,1
27,32,Sch-S,1
60,32,Sch-S,1
189,32,Sch-S,1
137,32,Sch-S,1
59,32,Sch-M,2
23,32,Sch-M,2
24,32,Sch-M,2
25,32,Sch-M,2
26,32,Sch-M,2
27,32,Sch-M,2
60,32,Sch-M,2
189,32,Sch-M,2
137,32,Sch-M,2
59,32,S,3
23,32,S,3
24,32,S,3
25,32,S,3
26,32,S,3
27,32,S,3
60,32,S,3
189,32,S,3
137,32,S,3
59,32,U,4
23,32,U,4
24,32,U,4
25,32,U,4
26,32,U,4
27,32,U,4
60,32,U,4
189,32,U,4
137,32,U,4
59,32,X,5
23,32,X,5
24,32,X,5
25,32,X,5
26,32,X,5
27,32,X,5
60,32,X,5
189,32,X,5
137,32,X,5
59,32,IS,6
23,32,IS,6
24,32,IS,6
25,32,IS,6
26,32,IS,6
27,32,IS,6
60,32,IS,6
189,32,IS,6
137,32,IS,6
59,32,IU,7
23,32,IU,7
24,32,IU,7
25,32,IU,7
26,32,IU,7
27,32,IU,7
60,32,IU,7
189,32,IU,7
137,32,IU,7
59,32,IX,8
23,32,IX,8
24,32,IX,8
25,32,IX,8
26,32,IX,8
27,32,IX,8
60,32,IX,8
189,32,IX,8
137,32,IX,8
59,32,SIU,9
23,32,SIU,9
24,32,SIU,9
25,32,SIU,9
26,32,SIU,9
27,32,SIU,9
60,32,SIU,9
189,32,SIU,9
137,32,SIU,9
59,32,SIX,10
23,32,SIX,10
24,32,SIX,10
25,32,SIX,10
26,32,SIX,10
27,32,SIX,10
60,32,SIX,10
189,32,SIX,10
137,32,SIX,10
59,32,UIX,11
23,32,UIX,11
24,32,UIX,11
25,32,UIX,11
26,32,UIX,11
27,32,UIX,11
60,32,UIX,11
189,32,UIX,11
137,32,UIX,11
59,32,BU,12
23,32,BU,12
24,32,BU,12
25,32,BU,12
26,32,BU,12
27,32,BU,12
60,32,BU,12
189,32,BU,12
137,32,BU,12
59,32,RangeS-S,13
23,32,RangeS-S,13
24,32,RangeS-S,13
25,32,RangeS-S,13
26,32,RangeS-S,13
27,32,RangeS-S,13
60,32,RangeS-S,13
189,32,RangeS-S,13
137,32,RangeS-S,13
59,32,RangeS-U,14
23,32,RangeS-U,14
24,32,RangeS-U,14
25,32,RangeS-U,14
26,32,RangeS-U,14
27,32,RangeS-U,14
60,32,RangeS-U,14
189,32,RangeS-U,14
137,32,RangeS-U,14
59,32,RangeI-N,15
23,32,RangeI-N,15
24,32,RangeI-N,15
25,32,RangeI-N,15
26,32,RangeI-N,15
27,32,RangeI-N,15
60,32,RangeI-N,15
189,32,RangeI-N,15
137,32,RangeI-N,15
59,32,RangeI-S,16
23,32,RangeI-S,16
24,32,RangeI-S,16
25,32,RangeI-S,16
26,32,RangeI-S,16
27,32,RangeI-S,16
60,32,RangeI-S,16
189,32,RangeI-S,16
137,32,RangeI-S,16
59,32,RangeI-U,17
23,32,RangeI-U,17
24,32,RangeI-U,17
25,32,RangeI-U,17
26,32,RangeI-U,17
27,32,RangeI-U,17
60,32,RangeI-U,17
189,32,RangeI-U,17
137,32,RangeI-U,17
59,32,RangeI-X,18
23,32,RangeI-X,18
24,32,RangeI-X,18
25,32,RangeI-X,18
26,32,RangeI-X,18
27,32,RangeI-X,18
60,32,RangeI-X,18
189,32,RangeI-X,18
137,32,RangeI-X,18
59,32,RangeX-S,19
23,32,RangeX-S,19
24,32,RangeX-S,19
25,32,RangeX-S,19
26,32,RangeX-S,19
27,32,RangeX-S,19
60,32,RangeX-S,19
189,32,RangeX-S,19
137,32,RangeX-S,19
59,32,RangeX-U,20
23,32,RangeX-U,20
24,32,RangeX-U,20
25,32,RangeX-U,20
26,32,RangeX-U,20
27,32,RangeX-U,20
60,32,RangeX-U,20
189,32,RangeX-U,20
137,32,RangeX-U,20
59,32,RangeX-X,21
23,32,RangeX-X,21
24,32,RangeX-X,21
25,32,RangeX-X,21
26,32,RangeX-X,21
27,32,RangeX-X,21
60,32,RangeX-X,21
189,32,RangeX-X,21
137,32,RangeX-X,21
37,28,AF,17985
42,28,AF,17985
43,28,AF,17985
44,28,AF,17985
45,28,AF,17985
46,28,AF,17985
47,28,AF,17985
164,28,AF,17985
68,28,AF,17985
96,28,AF,17985
97,28,AF,17985
98,28,AF,17985
122,28,AF,17985
146,28,AF,17985
165,28,AF,17985
168,28,AF,17985
169,28,AF,17985
102,28,AF,17985
103,28,AF,17985
104,28,AF,17985
105,28,AF,17985
106,28,AF,17985
107,28,AF,17985
108,28,AF,17985
109,28,AF,17985
110,28,AF,17985
111,28,AF,17985
112,28,AF,17985
113,28,AF,17985
114,28,AF,17985
115,28,AF,17985
118,28,AF,17985
128,28,AF,17985
129,28,AF,17985
130,28,AF,17985
131,28,AF,17985
132,28,AF,17985
133,28,AF,17985
134,28,AF,17985
135,28,AF,17985
152,28,AF,17985
153,28,AF,17985
166,28,AF,17985
170,28,AF,17985
171,28,AF,17985
172,28,AF,17985
173,28,AF,17985
175,28,AF,17985
176,28,AF,17985
177,28,AF,17985
178,28,AF,17985
180,28,AF,17985
34,28,AF,17985
35,28,AF,17985
36,28,AF,17985
38,28,AF,17985
215,28,AF,17985
216,28,AF,17985
37,28,AP,20545
42,28,AP,20545
43,28,AP,20545
44,28,AP,20545
45,28,AP,20545
46,28,AP,20545
47,28,AP,20545
164,28,AP,20545
68,28,AP,20545
96,28,AP,20545
97,28,AP,20545
98,28,AP,20545
122,28,AP,20545
146,28,AP,20545
165,28,AP,20545
168,28,AP,20545
169,28,AP,20545
102,28,AP,20545
103,28,AP,20545
104,28,AP,20545
105,28,AP,20545
106,28,AP,20545
107,28,AP,20545
108,28,AP,20545
109,28,AP,20545
110,28,AP,20545
111,28,AP,20545
112,28,AP,20545
113,28,AP,20545
114,28,AP,20545
115,28,AP,20545
118,28,AP,20545
128,28,AP,20545
129,28,AP,20545
130,28,AP,20545
131,28,AP,20545
132,28,AP,20545
133,28,AP,20545
134,28,AP,20545
135,28,AP,20545
152,28,AP,20545
153,28,AP,20545
166,28,AP,20545
170,28,AP,20545
171,28,AP,20545
172,28,AP,20545
173,28,AP,20545
175,28,AP,20545
176,28,AP,20545
177,28,AP,20545
178,28,AP,20545
180,28,AP,20545
34,28,AP,20545
35,28,AP,20545
36,28,AP,20545
38,28,AP,20545
215,28,AP,20545
216,28,AP,20545
37,28,AQ,20801
42,28,AQ,20801
43,28,AQ,20801
44,28,AQ,20801
45,28,AQ,20801
46,28,AQ,20801
47,28,AQ,20801
164,28,AQ,20801
68,28,AQ,20801
96,28,AQ,20801
97,28,AQ,20801
98,28,AQ,20801
122,28,AQ,20801
146,28,AQ,20801
165,28,AQ,20801
168,28,AQ,20801
169,28,AQ,20801
102,28,AQ,20801
103,28,AQ,20801
104,28,AQ,20801
105,28,AQ,20801
106,28,AQ,20801
107,28,AQ,20801
108,28,AQ,20801
109,28,AQ,20801
110,28,AQ,20801
111,28,AQ,20801
112,28,AQ,20801
113,28,AQ,20801
114,28,AQ,20801
115,28,AQ,20801
118,28,AQ,20801
128,28,AQ,20801
129,28,AQ,20801
130,28,AQ,20801
131,28,AQ,20801
132,28,AQ,20801
133,28,AQ,20801
134,28,AQ,20801
135,28,AQ,20801
152,28,AQ,20801
153,28,AQ,20801
166,28,AQ,20801
170,28,AQ,20801
171,28,AQ,20801
172,28,AQ,20801
173,28,AQ,20801
175,28,AQ,20801
176,28,AQ,20801
177,28,AQ,20801
178,28,AQ,20801
180,28,AQ,20801
34,28,AQ,20801
35,28,AQ,20801
36,28,AQ,20801
38,28,AQ,20801
215,28,AQ,20801
216,28,AQ,20801
37,28,C,8259
42,28,C,8259
43,28,C,8259
44,28,C,8259
45,28,C,8259
46,28,C,8259
47,28,C,8259
164,28,C,8259
68,28,C,8259
96,28,C,8259
97,28,C,8259
98,28,C,8259
122,28,C,8259
146,28,C,8259
165,28,C,8259
168,28,C,8259
169,28,C,8259
102,28,C,8259
103,28,C,8259
104,28,C,8259
