als,1027
als,1031
als,1043
alsjeblieft,1043
alsmaar,1043
alsmede,1043
alsnog,1043
also,0
also,1028
also,1033
also,1041
also,1054
also,2052
also,2057
alsof,1043
alsook,1043
alstublieft,1043
alt,1030
alt,1040
altı,1055
alta,3082
altegader,1043
althans,1043
altid,1030
altijd,1043
alto,1046
alto,3082
altoos,1043
altra,1040
altre,1040
altrettanta,1040
altrettante,1040
altrettanti,1040
altrettanto,1040
altri,1040
altro,1040
altroché,1040
altrui,1040
altså,1030
alvast,1043
alvorens,1043
alwaar,1043
alweder,1043
alweer,1043
alzo,1043
além,1046
além,2070
ama,1055
amanhã,1046
ambas,3082
ambedue,1040
ambo,1040
ambos,1046
ambos,3082
ambtshalve,1043
ambtswege,1043
amen,1040
amen,1043
amen,1053
amfitheatersgewijze,1043
amiúde,1046
amper,1043
an,0
an,1028
an,1031
an,1033
an,1041
an,1054
an,2052
an,2057
anbelangande,1053
ancak,1055
anche,1040
ancorché,1040
and,0
and,1028
and,1033
and,1041
and,1054
and,2052
and,2057
andando,3082
anden,1030
anderdeels,1043
anderledes,1030
andermaal,1043
anders,1043
andersom,1043
anderszins,1043
anderzijds,1043
andet,1030
andetsteds,1030
andra,1053
andre,1030
andre,1053
anfangs,1031
angesichts,1031
anhand,1031
ani,1045
anlässlich,1031
anläßlich,1031
annan,1053
annars,1053
annat,1053
anno,1043
another,0
another,1028
another,1033
another,1041
another,1054
another,2052
another,2057
anstatt,1031
anstelle,1031
antanho,1046
ante,1046
ante,3082
antemanhã,1046
antemão,1046
anteontem,1046
antes,1046
antes,2070
antes,3082
antingen,1053
antão,1046
any,0
any,1028
any,1033
any,1041
any,1054
any,2052
any,2057
anzi,1040
anziché,1040
ao,1046
ao,2070
aonde,1046
aos,1046
aos,2070
apegapen,1043
apenas,1046
apenas,2070
apesar,1046
apesar,2070
appena,1040
apr.,1036
apriori,1043
apropos,1043
apropå,1053
après,1036
apud,1046
após,1046
após,2070
aquel,3082
aquela,1046
aquelas,1046
aquele,1046
aqueles,1046
aquella,3082
aquellas,3082
aquello,3082
aquellos,3082
aqui,1046
aquilo,1046
aquél,3082
aquélla,3082
aquéllas,3082
aquéllos,3082
aquém,1046
arba,1063
are,0
are,1028
are,1033
are,1041
are,1054
are,2052
are,2057
arkası,1055
arre,3082
arriba,1046
arriba,3082
arrivederci,1040
arrivederla,1040
arrière,1036
arton,1053
artonde,1053
as,0
as,1028
as,1033
as,1036
as,1041
as,1046
as,1054
as,2052
as,2057
as,2070
asinha,1046
asjeblieft,1043
assaz,1046
assim,1046
assim,2070
assinzinho,1046
así,3082
at,0
at,1028
at,1030
at,1033
at,1041
at,1054
at,2052
at,2057
atau,1086
atiza,3082
atrás,1046
atrás,3082
att,1053
attendu,1036
attenti,1040
attention,1036
até,1046
até,2070
au,1031
au,1036
au,1043
aua,1031
auch,1031
aucun,1036
aucune,1036
aucunes,1036
aucuns,1036
audit,1036
auf,1031
aufgrund,1031
aun,3082
aunque,3082
auquel,1036
aura,1036
aurai,1036
auraient,1036
aurais,1036
aurait,1036
auras,1036
aurez,1036
auriez,1036
aurions,1036
aurons,1036
auront,1036
aus,1031
ausgangs,1031
ausgenommen,1031
ausschliesslich,1031
ausschließlich,1031
ausser,1031
ausserhalb,1031
autant,1036
autre,1036
autres,1036
autrui,1036
autsch,1031
auweh,1031
auwei,1031
auweia,1031
aux,1036
auxdites,1036
auxdits,1036
auxquelles,1036
auxquels,1036
außer,1031
außerhalb,1031
av,1044
av,1053
avaient,1036
avais,1036
avait,1036
avant,1036
avante,1046
avec,1036
avemmo,1040
avendo,1040
avente,1040
aventi,1040
avere,1040
avesse,1040
avessero,1040
avessi,1040
avessimo,1040
aveste,1040
avesti,1040
avete,1040
aveva,1040
avevamo,1040
avevano,1040
avevate,1040
avevi,1040
avevo,1040
avez,1036
aviez,1036
avions,1036
avoir,1036
avons,1036
avrai,1040
