260	1	102	0	1	1	
261	1	31	0	1	1	
262	1	263	0	1	1	
302	1	301	0	1	1	
329	1	380	0	1	1	
361	1	300	0	1	1	
362	1	15	0	1	1	
363	1	112	0	1	1	
364	1	113	0	1	1	
365	1	302	0	1	1	
366	1	113	0	1	1	
367	1	113	0	1	1	
368	1	120	0	1	1	
369	1	120	0	1	1	
370	1	15	0	1	1	
371	1	15	0	1	1	
372	1	16	0	1	1	
373	1	16	0	1	1	
380	1	381	0	0	2147483647	
